DRX044425	CTCF	Blood	T cells	sample_name=003_ED_ChIP_CTCF_1	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 1
DRX044426	CTCF	Blood	T cells	sample_name=004_ED_ChIP_CTCF_2	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 2										
SRX5821030	GATA1	Blood	CD34+	source_name=CD34_Day12_GATA1_ChIP	cell type=Hematopoietic stem/progenitor cells	cell type=erythroblast	erythropoiesis=12 days										
SRX5821031	GATA1	Blood	CD34+	source_name=CD34_Day12_GATA1_ChIP	cell type=Hematopoietic stem/progenitor cells	cell type=erythroblast	erythropoiesis=12 days										
SRX5839976	CREBBP	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages	tissue=peripheral blood	cell type=monocytes											
SRX5839977	CREBBP	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages	tissue=peripheral blood	cell type=monocytes											
SRX5839978	CREBBP	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages	tissue=peripheral blood	cell type=monocytes											
SRX5839979	CREBBP	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages	tissue=peripheral blood	cell type=monocytes											
SRX6068069	PGR	Uterus	Endometrium	source_name=Proliferative rep1 PGR-ChIPseq	menstrual cycle phase=proliferative	tissue=endometrium/whole endometrium											
SRX6068070	PGR	Uterus	Endometrium	source_name=Midsecretory rep1 PGR-ChIPseq	menstrual cycle phase=mid-secretory	tissue=endometrium/whole endometrium											
SRX6068072	PGR	Uterus	Endometrium	source_name=Proliferative rep2 PGR-ChIPseq	menstrual cycle phase=proliferative	tissue=endometrium/whole endometrium											
SRX6068073	PGR	Uterus	Endometrium	source_name=Midsecretory rep2 PGR-ChIPseq	menstrual cycle phase=mid-secretory	tissue=endometrium/whole endometrium											
SRX6384905	KDM1A	Epidermis	Keratinocytes	source_name=DMSO LSD1	cell type=Normal Human Epidermal Keratinocyte	passages=6-8	treatment=DMSO										
SRX6384906	KDM1A	Epidermis	Keratinocytes	source_name=DMSO LSD1	cell type=Normal Human Epidermal Keratinocyte	passages=6-8	treatment=DMSO										
SRX6578928	CTCF	Blood	T cells	source_name=Peripheral blood T cells	tissue=Peripheral blood	disease state=Healthy T cells	treatment=N/A										
SRX6578929	CTCF	Blood	T cells	source_name=Peripheral blood T cells	tissue=Peripheral blood	disease state=Healthy T cells	treatment=N/A										
SRX6602366	ARNTL	Neural	Neural Stem Cells	source_name=Non-malignant Neural Stem Cell	tumor type=n/a												
SRX6602367	ARNTL	Neural	Neural Stem Cells	source_name=Non-malignant Neural Stem Cell	tumor type=n/a												
SRX663249	TP63	Epidermis	Keratinocytes	source_name=Keratinocytes	differentiation day=0	cell type=Keratinocytes											
SRX663250	TP63	Epidermis	Keratinocytes	source_name=Keratinocytes	differentiation day=2	cell type=Keratinocytes											
SRX663251	TP63	Epidermis	Keratinocytes	source_name=Keratinocytes	differentiation day=4	cell type=Keratinocytes											
SRX663252	TP63	Epidermis	Keratinocytes	source_name=Keratinocytes	differentiation day=7	cell type=Keratinocytes											
SRX663438	DMC1	Gonad	Testis	source_name=Testis	genotype=PRDM9A / PRDM9A	sequencing technique=SSDS											
SRX663441	DMC1	Gonad	Testis	source_name=Testis	genotype=PRDM9A / PRDM9A	sequencing technique=SSDS											
SRX663444	DMC1	Gonad	Testis	source_name=Testis	genotype=PRDM9A / PRDM9B	sequencing technique=SSDS											
SRX663450	DMC1	Gonad	Testis	source_name=Testis	genotype=PRDM9A / PRDM9B	sequencing technique=SSDS											
SRX663451	DMC1	Gonad	Testis	source_name=Testis	genotype=PRDM9A / PRDM9C	sequencing technique=SSDS											
SRX6657890	ATF6	Blood	Treg	source_name=FACS-sorted memory Tregs	tag=FACS-sorted memory Tregs from blood	affectedstatus=Healthy Control											
SRX666439	BCL6	Blood	CD4+ T cells	source_name=Primary CXCR5hi CD4 T cells isolated from human tonsils	tissue=tonsil	"cell type=CXCR5hi PD1hi CD45RO+ CD4+ T cells, CD19-"											
SRX666592	RBPJ	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	body site=abdomen skin	passage=4-6	antibodies=CSL (Cell Signaling RBPSUH Cat.No. 5313)										
SRX666593	RBPJ	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	body site=abdomen skin	passage=4-6	"antibodies=CSL (Eurogentech, Seraign, Belgium - Affinity purified rabbit polyclonal -Epitopes: aa 209-224, aa 426-440 )"										
SRX668234	MED1	Muscle	Myoblasts	source_name=Skeletal myoblast	cll type=Skeletal myoblast												
SRX6763478	EGR1	Blood	Monocytes	source_name=PRIMARY-MONOCYTE	cell type=PRIMARY-MONOCYTE	treatment=primary monocytes											
SRX6784062	CTCF	Lung	Lung	sample_type=tissue	tissue=upper lobe of left lung	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX6784063	CTCF	Lung	Lung	sample_type=tissue	tissue=upper lobe of left lung	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX6857970	PGR	Uterus	Myometrium	source_name=Myometrium	Stage=Nonpregnant at the proliferative phase	tissue=myometrial tissue											
SRX6857971	PGR	Uterus	Myometrium	source_name=Myometrium	Stage=Nonpregnant at the proliferative phase	tissue=myometrial tissue											
SRX687554	HDAC1	Blood	Erythroid progenitors	source_name=Erythroid progenitors	cell type=Erythroid progenitors derived from human CD34+ bone marrow cells												
SRX687555	HDAC2	Blood	Erythroid progenitors	source_name=Erythroid progenitors	cell type=Erythroid progenitors derived from human CD34+ bone marrow cells												
SRX687556	GATA2	Blood	Erythroid progenitors	source_name=Erythroid progenitors	cell type=Erythroid progenitors derived from human CD34+ bone marrow cells												
SRX687557	GATA2	Blood	Erythroid progenitors	source_name=Erythroid progenitors	cell type=Erythroid progenitors derived from human CD34+ bone marrow cells												
SRX6902857	CTCF	Blood	CD34+	source_name=CD34 Culture	individual=Don001	gender=female	cell type=Erythroid	target=CTCF									
SRX6902858	CTCF	Blood	CD34+	source_name=CD34 Culture	individual=Don002	gender=male	cell type=Erythroid	target=CTCF									
SRX6902859	CTCF	Blood	CD34+	source_name=CD34 Culture	individual=Don003	gender=male	cell type=Erythroid	target=CTCF									
SRX6902860	GATA1	Blood	CD34+	source_name=CD34 Culture	individual=Don001	gender=female	cell type=Erythroid	target=Gata-1									
SRX6902861	GATA1	Blood	CD34+	source_name=CD34 Culture	individual=Don002	gender=male	cell type=Erythroid	target=Gata-1									
SRX6902862	GATA1	Blood	CD34+	source_name=CD34 Culture	individual=Don003	gender=male	cell type=Erythroid	target=Gata-1									
SRX690997	PSIP1	Blood	CD4+ T cells	source_name=CD4+ T cells	cell type=Primary CD4+ T cells												
SRX6913099	BRD4	Blood	CD4+ T cells	source_name=TcellsCD4+	cell line=none	inhibitor treatment=DMSO	stimulation=anti-CD3/CD28	stimulation protocol=4 hours of anti CD3/CD8 after 30 minutes of pretreatment	replicate=1								
SRX6944149	FOS	Blood	CD4+ T cells	source_name=Naive_cFOS_060619_with_flyDNA	cell type=Primary naive CD4 T cells from peripheral blood	treatment=No activation	passages=Primary	donor=healthy donor	biowardrobe id=8034								
SRX6944152	JUNB	Blood	CD4+ T cells	source_name=Naive_JunB_060619_with_flyDNA	cell type=Primary naive CD4 T cells from peripheral blood	treatment=No activation	passages=Primary	donor=healthy donor	biowardrobe id=8037								
SRX6944155	NFATC2	Blood	CD4+ T cells	source_name=Naive_NFAT1_060619_with_flyDNA	cell type=Primary naive CD4 T cells from peripheral blood	treatment=No activation	passages=Primary	donor=healthy donor	biowardrobe id=8040								
SRX6969884	CHD6	Cardiovascular	Cardiomyocytes	source_name=cardiomyocytes	cell type=CHD6 wild type	passages=D9											
SRX6976722	TEAD1	Epidermis	Keratinocytes	source_name=Human epidermal keratinocytes	tissue=Neonatal foreskin	cell type=primary keratinocytes											
SRX6976723	TEAD1	Epidermis	Keratinocytes	source_name=Human epidermal keratinocytes	tissue=Neonatal foreskin	cell type=primary keratinocytes											
SRX697735	PRKCQ	Blood	CD4+ T cells	source_name=primary T cells	treatment=none	cell type=CD4+ primary T cells	cell surface markers=CD4+ CD45RO- CD62L+ CD127hi CD25-										
SRX697736	PRKCQ	Blood	CD4+ T cells	source_name=primary T cells	treatment=none	cell type=CD4+ primary T cells	cell surface markers=CD4+ CD45RO+ CD62L+/- CD127lo CD25-										
SRX697737	PRKCQ	Blood	CD4+ T cells	source_name=primary T cells	treatment=none	cell type=CD4+ primary T cells	cell surface markers=CD4+ CD45RO+ CD62L+/- CD127hi CD25-										
SRX697738	PRKCQ	Blood	CD4+ T cells	source_name=primary T cells	treatment=none	cell type=CD4+ primary T cells	cell surface markers=CD4+ CD45RO+ CD62L+/- CD127hi CD25+										
SRX7044869	MAZ	Blood	Erythroid Cells	source_name=Primary erythroid cells	cell type=Primary erythroid cells												
SRX7089148	CTCF	Cardiovascular	Tibial Arteries	sample_type=tissue	tissue=tibial artery	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089149	CTCF	Cardiovascular	Tibial Arteries	sample_type=tissue	tissue=tibial artery	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089226	CTCF	Cardiovascular	Right atrium auricular region	sample_type=tissue	tissue=right atrium auricular region	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7089227	CTCF	Cardiovascular	Right atrium auricular region	sample_type=tissue	tissue=right atrium auricular region	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7089228	CTCF	Cardiovascular	Right atrium auricular region	sample_type=tissue	tissue=right atrium auricular region	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7089254	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089255	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089256	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089257	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089339	CTCF	Prostate	Prostate gland	sample_type=tissue	tissue=prostate gland	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089340	CTCF	Prostate	Prostate gland	sample_type=tissue	tissue=prostate gland	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089341	CTCF	Epidermis	Suprapubic skin	sample_type=tissue	tissue=suprapubic skin	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7089342	CTCF	Epidermis	Suprapubic skin	sample_type=tissue	tissue=suprapubic skin	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7098802	CTCF	Breast	Mammary epithelial cells	source_name=human mammary epithelial cells	day=1												
SRX7098803	CTCF	Breast	Mammary epithelial cells	source_name=human mammary epithelial cells	day=1												
SRX7098804	CTCF	Breast	Mammary epithelial cells	source_name=human mammary epithelial cells	day=10												
SRX7098805	CTCF	Breast	Mammary epithelial cells	source_name=human mammary epithelial cells	day=10												
SRX7098806	CTCF	Breast	Mammary epithelial cells	source_name=human mammary epithelial cells	day=10												
SRX7214025	CREBBP	Epidermis	Keratinocytes	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes											
SRX7299332	TCF21	Cardiovascular	Coronary artery smooth muscle	source_name=human coronary artery smooth muscle cells	cell type=smooth muscle cells												
SRX7509193	CTCF	Others	Thyroid Gland	sample_type=tissue	tissue=thyroid gland	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509196	CTCF	Digestive tract	Stomach	sample_type=tissue	tissue=stomach	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509197	CTCF	Digestive tract	Stomach	sample_type=tissue	tissue=stomach	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509219	CTCF	Digestive tract	Esophagus muscularis mucosa	sample_type=tissue	tissue=esophagus muscularis mucosa	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509220	CTCF	Digestive tract	Esophagus muscularis mucosa	sample_type=tissue	tissue=esophagus muscularis mucosa	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509268	CTCF	Digestive tract	Stomach	dev_stage=adult	tissue=stomach	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509269	CTCF	Digestive tract	Stomach	dev_stage=adult	tissue=stomach	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509289	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509290	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509291	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509292	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509293	CTCF	Prostate	Prostate gland	sample_type=tissue	tissue=prostate gland	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509294	CTCF	Prostate	Prostate gland	sample_type=tissue	tissue=prostate gland	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509297	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=53 year	donor ID=ENCDO793LXB									
SRX7509298	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=53 year	donor ID=ENCDO793LXB									
SRX7509299	CTCF	Adipocyte	"Colon, Transverse"	dev_stage=adult	tissue=transverse colon	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509300	CTCF	Adipocyte	"Colon, Transverse"	dev_stage=adult	tissue=transverse colon	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509308	CTCF	Digestive tract	Esophagus squamous epithelium	sample_type=tissue	tissue=esophagus squamous epithelium	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509309	CTCF	Digestive tract	Esophagus squamous epithelium	sample_type=tissue	tissue=esophagus squamous epithelium	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509326	CTCF	Digestive tract	Gastroesophageal sphincter	sample_type=tissue	tissue=gastroesophageal sphincter	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509327	CTCF	Digestive tract	Gastroesophageal sphincter	sample_type=tissue	tissue=gastroesophageal sphincter	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509342	CTCF	Others	Thyroid Gland	dev_stage=adult	tissue=thyroid gland	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509400	CTCF	Cardiovascular	Right atrium auricular region	dev_stage=adult	tissue=right atrium auricular region	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509411	CTCF	Digestive tract	Esophagus muscularis mucosa	sample_type=tissue	tissue=esophagus muscularis mucosa	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509412	CTCF	Digestive tract	Esophagus muscularis mucosa	sample_type=tissue	tissue=esophagus muscularis mucosa	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509413	CTCF	Cardiovascular	Coronary artery cells	sample_type=tissue	tissue=coronary artery	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509421	CTCF	Lung	Lung	sample_type=tissue	tissue=upper lobe of left lung	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509422	CTCF	Lung	Lung	sample_type=tissue	tissue=upper lobe of left lung	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509449	CTCF	Others	Thyroid Gland	dev stage=adult	sample type=tissue	donor ID=ENCDO845WKR	age=37 year	tissue=thyroid gland									
SRX7509450	CTCF	Others	Thyroid Gland	dev stage=adult	sample type=tissue	donor ID=ENCDO845WKR	age=37 year	tissue=thyroid gland									
SRX7509460	CTCF	Blood	Peyers Patches	sample_type=tissue	tissue=Peyer's patch	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509461	CTCF	Blood	Peyers Patches	sample_type=tissue	tissue=Peyer's patch	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509463	CTCF	Cardiovascular	"Aorta, Thoracic"	dev stage=adult	sample type=tissue	donor ID=ENCDO845WKR	age=37 year	tissue=thoracic aorta									
SRX7509464	CTCF	Cardiovascular	Aorta	dev_stage=adult	tissue=ascending aorta	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509469	CTCF	Blood	Peyers Patches	sample_type=tissue	tissue=Peyer's patch	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509470	CTCF	Blood	Peyers Patches	sample_type=tissue	tissue=Peyer's patch	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509475	CTCF	Pancreas	Pancreas	sample_type=tissue	tissue=body of pancreas	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509476	CTCF	Pancreas	Pancreas	sample_type=tissue	tissue=body of pancreas	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509481	CTCF	Muscle	Gastrocnemius medialis	dev stage=adult	sample type=tissue	donor ID=ENCDO845WKR	age=37 year	tissue=gastrocnemius medialis									
SRX7509483	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509484	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509485	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509486	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509487	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=53 year	donor ID=ENCDO793LXB									
SRX7509488	CTCF	Others	Spleen	dev_stage=adult	tissue=spleen	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509489	CTCF	Others	Spleen	dev_stage=adult	tissue=spleen	sample_type=tissue	age=53 year	donor ID=ENCDO793LXB									
SRX7509490	CTCF	Others	Spleen	sample_type=tissue	tissue=spleen	dev_stage=adult	age=53 year	donor ID=ENCDO793LXB									
SRX7509495	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7509496	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7509497	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7509498	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7509548	CTCF	Uterus	Uterus	sample_type=tissue	tissue=uterus	dev_stage=adult	age=53 year	donor ID=ENCDO793LXB									
SRX7509549	CTCF	Uterus	Uterus	sample_type=tissue	tissue=uterus	dev_stage=adult	age=53 year	donor ID=ENCDO793LXB									
SRX7509550	CTCF	Pancreas	Pancreas	sample_type=tissue	tissue=body of pancreas	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509551	CTCF	Pancreas	Pancreas	sample_type=tissue	tissue=body of pancreas	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509552	CTCF	Neural	Tibial Nerve	sample_type=tissue	tissue=tibial nerve	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509593	CTCF	Gonad	Testis	sample_type=tissue	tissue=testis	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7509594	CTCF	Gonad	Testis	sample_type=tissue	tissue=testis	dev_stage=adult	age=37 year	donor ID=ENCDO845WKR									
SRX7509595	CTCF	Digestive tract	Esophagus squamous epithelium	dev stage=adult	sample type=tissue	donor ID=ENCDO793LXB	age=53 year	tissue=esophagus squamous epithelium									
SRX7509596	CTCF	Digestive tract	Esophagus squamous epithelium	dev stage=adult	sample type=tissue	donor ID=ENCDO793LXB	age=53 year	tissue=esophagus squamous epithelium									
SRX7509632	CTCF	Neural	Tibial Nerve	sample_type=tissue	tissue=tibial nerve	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509633	CTCF	Neural	Tibial Nerve	sample_type=tissue	tissue=tibial nerve	dev_stage=adult	age=51 year	donor ID=ENCDO271OUW									
SRX7509642	CTCF	Digestive tract	Gastroesophageal sphincter	sample_type=tissue	tissue=gastroesophageal sphincter	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509643	CTCF	Digestive tract	Gastroesophageal sphincter	sample_type=tissue	tissue=gastroesophageal sphincter	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509663	CTCF	Cardiovascular	Aorta	dev_stage=adult	tissue=ascending aorta	sample_type=tissue	age=51 year	donor ID=ENCDO271OUW									
SRX7509664	CTCF	Digestive tract	"Colon, Sigmoid"	sample_type=tissue	tissue=sigmoid colon	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509665	CTCF	Digestive tract	"Colon, Sigmoid"	sample_type=tissue	tissue=sigmoid colon	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509672	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX7509673	CTCF	Digestive tract	Colon	sample_type=tissue	tissue=transverse colon	dev_stage=adult	age=54 year	donor ID=ENCDO451RUA									
SRX751541	NOTCH1	Blood	CD34 Hematopoietic stem cells	source_name=Hematopoietic progenitor cells	cell type=CD34+ cells	expansion=6 days											
SRX7570768	FOXA1	Lung	Bronchial epithelial cells	source_name=HBE FOXA1 ChIP-seq rep1	cell type=Human bronchial epithelial cells	growth media=DMEM + 10percent FBS											
SRX7570769	FOXA1	Lung	Bronchial epithelial cells	source_name=HBE FOXA1 ChIP-seq rep2	cell type=Human bronchial epithelial cells	growth media=DMEM + 10percent FBS											
SRX7570770	FOXA2	Lung	Bronchial epithelial cells	source_name=HBE FOXA2 ChIP-seq rep1	cell type=Human bronchial epithelial cells	growth media=DMEM + 10percent FBS											
SRX7570771	FOXA2	Lung	Bronchial epithelial cells	source_name=HBE FOXA2 ChIP-seq rep2	cell type=Human bronchial epithelial cells	growth media=DMEM + 10percent FBS											
SRX7587157	FOXO1	Bone	Chondrocytes	source_name=FoxO1_ChIP-seq	donor status=total knee replacement surgery patient	cell type=primary chondrocytes											
SRX7587158	FOXO1	Bone	Chondrocytes	source_name=FoxO1_ChIP-seq	donor status=total knee replacement surgery patient	cell type=primary chondrocytes											
SRX7587159	FOXO1	Bone	Chondrocytes	source_name=FoxO1_ChIP-seq	donor status=total knee replacement surgery patient	cell type=primary chondrocytes											
SRX760967	LMNA	Adipocyte	Pre-adipocytes	"source_name=Pre-adipocytes from liposuction material, cultured, undifferentiated, proliferating, 2 days before adipogenic stimulation."	passages=Cells in passage 5-7	initial cell type=pre-adipocytes	"cell differentiation status=Proliferating, undifferentiated"										
SRX760968	LMNA	Adipocyte	Pre-adipocytes	"source_name=Pre-adipocytes from liposuction material, cultured, undifferentiated, confluent, on day of adipogenic stimulation (Day 0)."	passages=Cells in passage 5-7	initial cell type=pre-adipocytes	"cell differentiation status=Non-proliferating (confluent), undifferentiated"										
SRX760969	LMNA	Adipocyte	Pre-adipocytes	"source_name=Pre-adipocytes from liposuction material, cultured, 1 day after adipogenic stimulation (Day 1)."	passages=Cells in passage 5-7	initial cell type=pre-adipocytes	"cell differentiation status=Non-proliferating, differentiated for 1 day"										
SRX760970	LMNA	Adipocyte	Pre-adipocytes	"source_name=Pre-adipocytes from liposuction material, cultured, 3 days after adipogenic stimulation (Day 3)."	passages=Cells in passage 5-7	initial cell type=pre-adipocytes	"cell differentiation status=Non-proliferating, differentiated for 3 days"										
SRX7626336	CTCF	Others	Mesenchymal Stromal Cells	source_name=CTCF_ChIPSeq_P2	tissue=bone marrow	cell type=mesenchymal stromal cells	passage=2										
SRX7626337	CTCF	Others	Mesenchymal Stromal Cells	source_name=CTCF_ChIPSeq_P2	tissue=bone marrow	cell type=mesenchymal stromal cells	passage=2										
SRX7626338	CTCF	Others	Mesenchymal Stromal Cells	source_name=CTCF_ChIPSeq_P2	tissue=bone marrow	cell type=mesenchymal stromal cells	passage=2										
SRX7626339	CTCF	Others	Mesenchymal Stromal Cells	source_name=CTCF_ChIPSeq_P8	tissue=bone marrow	cell type=mesenchymal stromal cells	passage=8										
SRX7626340	CTCF	Others	Mesenchymal Stromal Cells	source_name=CTCF_ChIPSeq_P14	tissue=bone marrow	cell type=mesenchymal stromal cells	passage=14										
SRX7626341	CTCF	Others	Mesenchymal Stromal Cells	source_name=CTCF_ChIPSeq_P14	tissue=bone marrow	cell type=mesenchymal stromal cells	passage=14										
SRX7627558	REST	Neural	Hippocampus	source_name=hHipp_REST_ChIP	age=67y	tissue=Hippocampus											
SRX7627560	REST	Neural	Hippocampus	source_name=hHipp_REST_ChIP	age=63y	tissue=Hippocampus											
SRX7627562	REST	Neural	Hippocampus	source_name=hHipp_REST_ChIP	age=63y	tissue=Hippocampus											
SRX7730450	E2F3	Bone	Osteoblasts	source_name=osteoblast	cell=osteoblast	treatment=NA	time point=NA	genotype=Corrected RB1 mutation									
SRX7756142	VDR	Blood	Monocytes	source_name=monocytes (MO)	treatment=none												
SRX7756143	VDR	Blood	Monocytes	source_name=monocytes (MO)	treatment=none												
SRX7756145	VDR	Blood	Dendritic Cells	source_name=monocyte-derivated Dendritic Cells (DC)	treatment=none												
SRX7756146	VDR	Blood	Dendritic Cells	source_name=monocyte-derivated Dendritic Cells (DC)	treatment=none												
SRX7767644	GATA2	Uterus	Endometrial stromal cells	source_name=Primary endometrial stromal cells	cell type=Isolated stromal cells post-hysterectomy	patient id=Patient 1											
SRX7767645	GATA2	Uterus	Endometrial stromal cells	source_name=Primary endometrial stromal cells	cell type=Isolated stromal cells post-hysterectomy	patient id=Patient 1											
SRX7767647	GATA2	Uterus	Endometrial stromal cells	source_name=Primary endometrial stromal cells	cell type=Isolated stromal cells post-hysterectomy	patient id=Patient 2											
SRX7767648	GATA2	Uterus	Endometrial stromal cells	source_name=Primary endometrial stromal cells	cell type=Isolated stromal cells post-hysterectomy	patient id=Patient 2											
SRX7805694	NFATC1	Others	Mesenchymal stem cells	source_name=Immunoprecipitated chromatin of SCR tranfected AhBMSCs	age=adult	cell type=bone marrow stem cells	transfection=SCR										
SRX7805695	NFATC1	Others	Mesenchymal stem cells	source_name=Immunoprecipitated chromatin of SCR tranfected AhBMSCs	age=adult	cell type=bone marrow stem cells	transfection=SCR										
SRX7805696	NFATC1	Others	Mesenchymal stem cells	source_name=Immunoprecipitated chromatin of SCR tranfected AhBMSCs	age=adult	cell type=bone marrow stem cells	transfection=SCR										
SRX7805893	SMC1A	Epidermis	Dermal fibroblast	source_name=SMCA1_Control	subject status=control	cell type=primary dermal fibroblasts											
SRX7805899	NIPBL	Epidermis	Dermal fibroblast	source_name=NIPBL_Control	subject status=control	cell type=primary dermal fibroblasts											
SRX7826472	YAP1	Cardiovascular	Coronary artery endothelial cells	source_name=Control-IP	cell type=Human Coronary Artery Endothelial Cells (HCAEC)	passages=3-5	cell catalog=ScienCell #6020	treatment=static cultured									
