Experiment ID,Track type,Cell type class,Cell type
SRX7509219,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX7509220,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX7509268,CTCF,Digestive tract,Stomach
SRX7509269,CTCF,Digestive tract,Stomach
SRX7509297,CTCF,Digestive tract,Colon
SRX7509298,CTCF,Digestive tract,Colon
SRX7509308,CTCF,Digestive tract,Esophagus squamous epithelium
SRX7509309,CTCF,Digestive tract,Esophagus squamous epithelium
SRX7509326,CTCF,Digestive tract,Gastroesophageal sphincter
SRX7509327,CTCF,Digestive tract,Gastroesophageal sphincter
SRX7509411,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX7509412,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX7509495,CTCF,Digestive tract,Colon
SRX7509496,CTCF,Digestive tract,Colon
SRX7509497,CTCF,Digestive tract,Colon
SRX7509498,CTCF,Digestive tract,Colon
SRX7509595,CTCF,Digestive tract,Esophagus squamous epithelium
SRX7509596,CTCF,Digestive tract,Esophagus squamous epithelium
SRX7509642,CTCF,Digestive tract,Gastroesophageal sphincter
SRX7509643,CTCF,Digestive tract,Gastroesophageal sphincter
SRX7509664,CTCF,Digestive tract,Colon
SRX7509665,CTCF,Digestive tract,Colon
SRX7509672,CTCF,Digestive tract,Colon
SRX7509673,CTCF,Digestive tract,Colon
SRX018991,TP63,Epidermis,Keratinocytes
SRX018992,TP63,Epidermis,Keratinocytes
SRX019786,TP63,Epidermis,Keratinocytes
SRX079858,NFKBIA,Epidermis,Keratinocytes
SRX099053,TP63,Epidermis,Keratinocytes
SRX099055,TP63,Epidermis,Keratinocytes
SRX105186,TP63,Epidermis,Keratinocytes
SRX105187,TP63,Epidermis,Keratinocytes
SRX10634383,YAP1,Epidermis,Keratinocytes
SRX10634384,TEAD1,Epidermis,Keratinocytes
SRX10913934,EN1,Epidermis,Dermal fibroblast
SRX10913935,EN1,Epidermis,Dermal fibroblast
SRX10913936,SP1,Epidermis,Dermal fibroblast
SRX10913937,SP1,Epidermis,Dermal fibroblast
SRX10913940,EN1,Epidermis,Dermal fibroblast
SRX10913941,EN1,Epidermis,Dermal fibroblast
SRX10913942,SP1,Epidermis,Dermal fibroblast
SRX10913943,SP1,Epidermis,Dermal fibroblast
SRX10913946,EN1,Epidermis,Dermal fibroblast
SRX10913947,EN1,Epidermis,Dermal fibroblast
SRX10913948,SP1,Epidermis,Dermal fibroblast
SRX10913949,SP1,Epidermis,Dermal fibroblast
SRX10976217,CTCF,Epidermis,Foreskin
SRX10976218,CTCF,Epidermis,Foreskin
SRX10976426,EZH2,Epidermis,Dermal fibroblast
SRX10976427,EZH2,Epidermis,Dermal fibroblast
SRX10976477,EZH2,Epidermis,Dermal fibroblast
SRX10976478,EZH2,Epidermis,Dermal fibroblast
SRX10977237,CTCF,Epidermis,Foreskin
SRX10977238,CTCF,Epidermis,Foreskin
SRX10977274,CTCF,Epidermis,Foreskin
SRX10977275,CTCF,Epidermis,Foreskin
SRX11483609,SMAD3,Epidermis,Keratinocytes
SRX11955265,AFF1,Epidermis,Keratinocytes
SRX11955266,AFF1,Epidermis,Keratinocytes
SRX11955267,HEXIM1,Epidermis,Keratinocytes
SRX11969040,BRD4,Epidermis,Keratinocytes
SRX11969041,BRD4,Epidermis,Keratinocytes
SRX11969042,BRD4,Epidermis,Keratinocytes
SRX11969043,BRD4,Epidermis,Keratinocytes
SRX11969044,BRD4,Epidermis,Keratinocytes
SRX11969045,BRD4,Epidermis,Keratinocytes
SRX11969046,BRD4,Epidermis,Keratinocytes
SRX11969047,BRD4,Epidermis,Keratinocytes
SRX12567770,TBP,Epidermis,Foreskin
SRX12567772,HHV UL87,Epidermis,Foreskin
SRX12567778,TBP,Epidermis,Foreskin
SRX12567779,TBP,Epidermis,Foreskin
SRX12567782,HHV UL87,Epidermis,Foreskin
SRX13234466,SPI1,Epidermis,Dermal fibroblast
SRX13234467,IRF8,Epidermis,Dermal fibroblast
SRX13234468,BATF3,Epidermis,Dermal fibroblast
SRX13234469,SPI1,Epidermis,Dermal fibroblast
SRX13234470,IRF8,Epidermis,Dermal fibroblast
SRX13234471,BATF3,Epidermis,Dermal fibroblast
SRX13356476,SPI1,Epidermis,Dermal fibroblast
SRX13356477,IRF8,Epidermis,Dermal fibroblast
SRX13356478,BATF3,Epidermis,Dermal fibroblast
SRX15426928,HEXIM1,Epidermis,Keratinocytes
SRX1547996,TP53,Epidermis,Dermal fibroblast
SRX1547998,TP53,Epidermis,Dermal fibroblast
SRX1603678,TP63,Epidermis,Differentiated keratinocytes
SRX1759184,ATF3,Epidermis,Dermal fibroblast
SRX1759186,ATF3,Epidermis,Dermal fibroblast
SRX1781647,LMNA,Epidermis,Dermal fibroblast
SRX1781649,LMNA,Epidermis,Dermal fibroblast
SRX1781651,LMNA,Epidermis,Dermal fibroblast
SRX1781653,LMNA,Epidermis,Dermal fibroblast
SRX1781655,LMNA,Epidermis,Dermal fibroblast
SRX1781657,LMNA,Epidermis,Dermal fibroblast
SRX1781659,LMNA,Epidermis,Dermal fibroblast
SRX1829883,INO80,Epidermis,Melanocytes
SRX18517800,NUP98,Epidermis,Keratinocytes
SRX18517801,NUP98,Epidermis,Keratinocytes
SRX18517813,HDAC1,Epidermis,Keratinocytes
SRX18517814,HDAC1,Epidermis,Keratinocytes
SRX18517819,NUP98,Epidermis,Keratinocytes
SRX18517820,NUP98,Epidermis,Keratinocytes
SRX18517821,NUP98,Epidermis,Keratinocytes
SRX1916933,DNMT3A,Epidermis,Epidermal stem cells
SRX1916934,DNMT3B,Epidermis,Epidermal stem cells
SRX1916935,DNMT3A,Epidermis,Epidermal stem cells
SRX1916936,DNMT3B,Epidermis,Epidermal stem cells
SRX1916937,DNMT3A,Epidermis,Epidermal stem cells
SRX1916938,DNMT3B,Epidermis,Epidermal stem cells
SRX19495644,AHR,Epidermis,Keratinocytes
SRX19495645,AHR,Epidermis,Keratinocytes
SRX1967776,CTCF,Epidermis,Keratinocytes
SRX1967777,CTCF,Epidermis,Keratinocytes
SRX1967778,CTCF,Epidermis,Keratinocytes
SRX1967779,SMC1A,Epidermis,Keratinocytes
SRX1967780,SMC1A,Epidermis,Keratinocytes
SRX1967781,SMC1A,Epidermis,Keratinocytes
SRX1967782,SMC1A,Epidermis,Keratinocytes
SRX1967783,SMC1A,Epidermis,Keratinocytes
SRX1967784,SMC1A,Epidermis,Keratinocytes
SRX1967785,EHF,Epidermis,Keratinocytes
SRX200046,LMNA,Epidermis,Forearm skin
SRX200048,LMNA,Epidermis,Forearm skin
SRX200050,LMNA,Epidermis,Forearm skin
SRX200052,LMNA,Epidermis,Forearm skin
SRX20093960,LMNA,Epidermis,Dermal fibroblast
SRX20093962,LMNA,Epidermis,Dermal fibroblast
SRX20097673,VDR,Epidermis,Foreskin
SRX20097674,VDR,Epidermis,Foreskin
SRX20097675,VDR,Epidermis,Foreskin
SRX20097676,VDR,Epidermis,Foreskin
SRX20097677,VDR,Epidermis,Foreskin
SRX20097678,VDR,Epidermis,Foreskin
SRX20097679,TP63,Epidermis,Foreskin
SRX20097680,TP63,Epidermis,Foreskin
SRX20097681,TP63,Epidermis,Foreskin
SRX20097682,TP63,Epidermis,Foreskin
SRX20097683,CTCF,Epidermis,Foreskin
SRX20097684,CTCF,Epidermis,Foreskin
SRX20097685,MED1,Epidermis,Foreskin
SRX20097686,MED1,Epidermis,Foreskin
SRX2014554,SMC1A,Epidermis,Keratinocytes
SRX20419390,HDAC1,Epidermis,Keratinocytes
SRX20419391,HDAC1,Epidermis,Keratinocytes
SRX20419392,NUP98,Epidermis,Keratinocytes
SRX20440536,NUP98,Epidermis,Keratinocytes
SRX20517420,HDAC1,Epidermis,Keratinocytes
SRX20517422,HDAC1,Epidermis,Keratinocytes
SRX20995041,MTA2,Epidermis,Keratinocytes
SRX20995042,MTA2,Epidermis,Keratinocytes
SRX20995043,MTA2,Epidermis,Keratinocytes
SRX20995045,MTA2,Epidermis,Keratinocytes
SRX20995046,MTA2,Epidermis,Keratinocytes
SRX20995047,MTA2,Epidermis,Keratinocytes
SRX23045260,GLI1,Epidermis,Dermal fibroblast
SRX23045261,GLI1,Epidermis,Dermal fibroblast
SRX23045262,GLI1,Epidermis,Dermal fibroblast
SRX23045263,GLI1,Epidermis,Dermal fibroblast
SRX23045264,GLI1,Epidermis,Dermal fibroblast
SRX23045265,GLI1,Epidermis,Dermal fibroblast
SRX23045266,GLI1,Epidermis,Dermal fibroblast
SRX23045267,GLI1,Epidermis,Dermal fibroblast
SRX23045268,GLI1,Epidermis,Dermal fibroblast
SRX23335286,EZH2,Epidermis,Foreskin
SRX23335287,EZH2,Epidermis,Foreskin
SRX23335288,EZH2,Epidermis,Dermal fibroblast
SRX23335289,EZH2,Epidermis,Dermal fibroblast
SRX23335290,EZH2,Epidermis,Dermal fibroblast
SRX23383574,TP63,Epidermis,Keratinocytes
SRX23383575,TP63,Epidermis,Keratinocytes
SRX23383576,TP63,Epidermis,Keratinocytes
SRX23383577,TP63,Epidermis,Keratinocytes
SRX25501804,LMNA,Epidermis,Dermal fibroblast
SRX25501807,LMNA,Epidermis,Dermal fibroblast
SRX25501808,LMNA,Epidermis,Dermal fibroblast
SRX25501811,LMNA,Epidermis,Dermal fibroblast
SRX25501812,LMNA,Epidermis,Dermal fibroblast
SRX25501815,LMNA,Epidermis,Dermal fibroblast
SRX25501818,LMNA,Epidermis,Dermal fibroblast
SRX25501819,LMNA,Epidermis,Dermal fibroblast
SRX25605816,DNA-RNA hybrid,Epidermis,Foreskin
SRX25605817,DNA-RNA hybrid,Epidermis,Foreskin
SRX2791697,LMNA,Epidermis,Dermal fibroblast
SRX2791698,LMNB1,Epidermis,Dermal fibroblast
SRX2791699,LMNA,Epidermis,Dermal fibroblast
SRX2791700,LMNB1,Epidermis,Dermal fibroblast
SRX3100755,RBPJ,Epidermis,Keratinocytes
SRX323565,ASCL1,Epidermis,Dermal fibroblast
SRX323567,ASCL1,Epidermis,Keratinocytes
SRX3321933,CTCF,Epidermis,Suprapubic skin
SRX3322116,CTCF,Epidermis,Leg skin
SRX3322151,EP300,Epidermis,Suprapubic skin
SRX3322192,EP300,Epidermis,Suprapubic skin
SRX3322320,CTCF,Epidermis,Leg skin
SRX3322668,CTCF,Epidermis,Leg skin
SRX3322772,CTCF,Epidermis,Leg skin
SRX3322802,EP300,Epidermis,Suprapubic skin
SRX3322941,CTCF,Epidermis,Suprapubic skin
SRX3322998,EP300,Epidermis,Suprapubic skin
SRX3367137,BRD2,Epidermis,Foreskin
SRX3367138,BRD4,Epidermis,Foreskin
SRX3421794,AR,Epidermis,Dermal fibroblast
SRX346921,MITF,Epidermis,Melanocytes
SRX346922,MITF,Epidermis,Melanocytes
SRX3511907,YAP1,Epidermis,Dermal fibroblast
SRX3511908,YAP1,Epidermis,Dermal fibroblast
SRX3511909,YAP1,Epidermis,Dermal fibroblast
SRX3511910,YAP1,Epidermis,Dermal fibroblast
SRX3642946,PRMT1,Epidermis,Keratinocytes
SRX3642947,PRMT1,Epidermis,Keratinocytes
SRX3642948,PRMT1,Epidermis,Keratinocytes
SRX3642949,PRMT1,Epidermis,Keratinocytes
SRX3679898,KMT2D,Epidermis,Keratinocytes
SRX3679900,KMT2D,Epidermis,Keratinocytes
SRX3679902,KMT2D,Epidermis,Keratinocytes
SRX3679904,KMT2D,Epidermis,Keratinocytes
SRX3679906,TP63,Epidermis,Keratinocytes
SRX3734300,TP53,Epidermis,Foreskin
SRX3734301,TP53,Epidermis,Foreskin
SRX382353,RNF2,Epidermis,Melanocytes
SRX382354,RNF2,Epidermis,Melanocytes
SRX386478,MAF,Epidermis,Keratinocytes
SRX386479,MAFB,Epidermis,Keratinocytes
SRX447385,LMNA,Epidermis,Dermal fibroblast
SRX447387,LMNA,Epidermis,Dermal fibroblast
SRX447388,LMNA,Epidermis,Dermal fibroblast
SRX4637892,ELK1,Epidermis,Dermal fibroblast
SRX4637894,ELK1,Epidermis,Dermal fibroblast
SRX4649679,TP53,Epidermis,Foreskin
SRX4649681,TP53,Epidermis,Foreskin
SRX476913,SNAI2,Epidermis,Keratinocytes
SRX476914,SNAI2,Epidermis,Keratinocytes
SRX476915,SNAI2,Epidermis,Keratinocytes
SRX476916,SNAI2,Epidermis,Keratinocytes
SRX476919,SNAI2,Epidermis,Keratinocytes
SRX476920,SNAI2,Epidermis,Keratinocytes
SRX476921,SNAI2,Epidermis,Keratinocytes
SRX476922,SNAI2,Epidermis,Keratinocytes
SRX476923,SNAI2,Epidermis,Keratinocytes
SRX476924,SNAI2,Epidermis,Keratinocytes
SRX476925,SNAI2,Epidermis,Keratinocytes
SRX476926,SNAI2,Epidermis,Keratinocytes
SRX4976908,TP63,Epidermis,Keratinocytes
SRX4976909,TP63,Epidermis,Keratinocytes
SRX4996447,HNRNPK,Epidermis,Keratinocytes
SRX4996448,HNRNPK,Epidermis,Keratinocytes
SRX4996449,HNRNPK,Epidermis,Keratinocytes
SRX5126616,CTCF,Epidermis,Keratinocytes
SRX5126619,CTCF,Epidermis,Keratinocytes
SRX5138659,ETV2,Epidermis,Dermal fibroblast
SRX5138661,ETV2,Epidermis,Dermal fibroblast
SRX514837,TP63,Epidermis,Keratinocytes
SRX514838,TP63,Epidermis,Keratinocytes
SRX514839,TP63,Epidermis,Keratinocytes
SRX514840,TP53,Epidermis,Keratinocytes
SRX514841,TP53,Epidermis,Keratinocytes
SRX514842,TP53,Epidermis,Keratinocytes
SRX514843,TP63,Epidermis,Keratinocytes
SRX514844,TP63,Epidermis,Keratinocytes
SRX514845,TP63,Epidermis,Keratinocytes
SRX514846,TP53,Epidermis,Keratinocytes
SRX514847,TP53,Epidermis,Keratinocytes
SRX514848,TP53,Epidermis,Keratinocytes
SRX5360084,EZH2,Epidermis,Dermal fibroblast
SRX5360085,EZH2,Epidermis,Dermal fibroblast
SRX5360089,EZH2,Epidermis,Dermal fibroblast
SRX5360090,EZH2,Epidermis,Dermal fibroblast
SRX5360094,EZH2,Epidermis,Dermal fibroblast
SRX5360095,EZH2,Epidermis,Dermal fibroblast
SRX543180,ZNF750,Epidermis,Keratinocytes
SRX543181,KLF4,Epidermis,Keratinocytes
SRX543182,RCOR1,Epidermis,Keratinocytes
SRX543183,KDM1A,Epidermis,Keratinocytes
SRX5457128,CTCF,Epidermis,Suprapubic skin
SRX5774914,POU5F1,Epidermis,Dermal fibroblast
SRX5774915,POU5F1,Epidermis,Dermal fibroblast
SRX5774916,POU5F1,Epidermis,Dermal fibroblast
SRX5774919,POU5F1,Epidermis,Dermal fibroblast
SRX5774920,POU5F1,Epidermis,Dermal fibroblast
SRX5813556,EZH2,Epidermis,Dermal fibroblast
SRX5813557,EZH2,Epidermis,Dermal fibroblast
SRX5813558,EZH2,Epidermis,Dermal fibroblast
SRX6384905,KDM1A,Epidermis,Keratinocytes
SRX6384906,KDM1A,Epidermis,Keratinocytes
SRX6384907,KDM1A,Epidermis,Keratinocytes
SRX6384908,KDM1A,Epidermis,Keratinocytes
SRX663249,TP63,Epidermis,Keratinocytes
SRX663250,TP63,Epidermis,Keratinocytes
SRX663251,TP63,Epidermis,Keratinocytes
SRX663252,TP63,Epidermis,Keratinocytes
SRX666592,RBPJ,Epidermis,Dermal fibroblast
SRX666593,RBPJ,Epidermis,Dermal fibroblast
SRX6976722,TEAD1,Epidermis,Keratinocytes
SRX6976723,TEAD1,Epidermis,Keratinocytes
SRX700518,BRD4,Epidermis,Dermal fibroblast
SRX700519,BRD4,Epidermis,Dermal fibroblast
SRX700520,BRD4,Epidermis,Dermal fibroblast
SRX700521,BRD4,Epidermis,Dermal fibroblast
SRX7086149,HNF1A,Epidermis,Skin fibroblasts
SRX7086153,HNF1A,Epidermis,Skin fibroblasts
SRX7089341,CTCF,Epidermis,Suprapubic skin
SRX7089342,CTCF,Epidermis,Suprapubic skin
SRX7214021,KLF3,Epidermis,Keratinocytes
SRX7214022,KLF3,Epidermis,Keratinocytes
SRX7214024,CREBBP,Epidermis,Keratinocytes
SRX7214025,CREBBP,Epidermis,Keratinocytes
SRX7214026,CREBBP,Epidermis,Keratinocytes
SRX7214027,CREBBP,Epidermis,Keratinocytes
SRX753312,JUNB,Epidermis,Keratinocytes
SRX7805893,SMC1A,Epidermis,Dermal fibroblast
SRX7805895,SMC1A,Epidermis,Dermal fibroblast
SRX7805897,SMC1A,Epidermis,Dermal fibroblast
SRX7805899,NIPBL,Epidermis,Dermal fibroblast
SRX7805901,NIPBL,Epidermis,Dermal fibroblast
SRX8082232,BRD4,Epidermis,Keratinocytes
SRX8082233,BRD4,Epidermis,Keratinocytes
SRX8363960,NUP98,Epidermis,Keratinocytes
SRX8607604,SUPT6H,Epidermis,Keratinocytes
SRX8607605,SUPT6H,Epidermis,Keratinocytes
SRX864094,MYC,Epidermis,Dermal fibroblast
SRX864095,MYC,Epidermis,Dermal fibroblast
SRX8707935,CTCF,Epidermis,Keratinocytes
SRX8707936,CTCF,Epidermis,Keratinocytes
SRX8707937,CTCF,Epidermis,Keratinocytes
SRX8707938,MED1,Epidermis,Keratinocytes
SRX8707939,MED1,Epidermis,Keratinocytes
SRX873804,DNMT3A,Epidermis,Epidermal stem cells
SRX873805,DNMT3B,Epidermis,Epidermal stem cells
SRX873813,DNMT3A,Epidermis,Keratinocytes
SRX873814,DNMT3B,Epidermis,Keratinocytes
SRX971582,SMARCA4,Epidermis,Keratinocytes
SRX971583,SMARCA4,Epidermis,Keratinocytes
SRX971584,SMARCA4,Epidermis,Keratinocytes
SRX971585,TP63,Epidermis,Keratinocytes
SRX971586,TP63,Epidermis,Keratinocytes
SRX971589,EP300,Epidermis,Keratinocytes
SRX971590,EP300,Epidermis,Keratinocytes
SRX10976697,CTCF,Kidney,Nephrons
SRX10976698,CTCF,Kidney,Nephrons
SRX10976878,CTCF,Kidney,Nephrons
SRX10976879,CTCF,Kidney,Nephrons
SRX10976991,CTCF,Kidney,Nephrons
SRX10976992,CTCF,Kidney,Nephrons
SRX10977203,CTCF,Kidney,Nephrons
SRX10977204,CTCF,Kidney,Nephrons
SRX10977205,CTCF,Kidney,Nephrons
SRX10977206,CTCF,Kidney,Nephrons
SRX1318615,SIX2,Kidney,Kidney Cortex
SRX1318617,SIX2,Kidney,Kidney Cortex
SRX1318619,SIX1,Kidney,Kidney Cortex
SRX1318620,SIX1,Kidney,Kidney Cortex
SRX13994927,EP300,Kidney,rRenal tubular epithelial cells
SRX1478537,EP300,Kidney,Kidney Cortex
SRX1478538,SIX1,Kidney,Kidney Cortex
SRX1478539,SIX1,Kidney,Kidney Cortex
SRX1478540,SIX1,Kidney,Kidney Cortex
SRX1478541,SIX2,Kidney,Kidney Cortex
SRX1478542,SIX2,Kidney,Kidney Cortex
SRX1478543,SIX2,Kidney,Kidney Cortex
SRX1478544,SIX2,Kidney,Kidney Cortex
SRX188963,CTCF,Kidney,Kidney
SRX2993407,HIF1A,Kidney,Renal tubular cells
SRX2993408,ARNT,Kidney,Renal tubular cells
SRX4488114,NR3C1,Kidney,Podocytes
SRX5661979,VDR,Kidney,Kidney Cortex
SRX5661980,VDR,Kidney,Kidney Cortex
SRX5661981,VDR,Kidney,Kidney Cortex
SRX5661982,CREB1,Kidney,Kidney Cortex
SRX5661983,CREB1,Kidney,Kidney Cortex
SRX5661984,CREB1,Kidney,Kidney Cortex
SRX9799512,NR3C1,Kidney,Podocytes
SRX9799513,NR3C1,Kidney,Podocytes
SRX032874,FOXA2,Liver,Liver
SRX032875,FOXA2,Liver,Liver
SRX032876,FOXA2,Liver,Liver
SRX032877,FOXA2,Liver,Liver
SRX10056751,MBD2,Liver,Liver
SRX10056752,MBD2,Liver,Liver
SRX10977196,EZH2,Liver,Hepatocytes
SRX14280059,LMNB1,Liver,Liver
SRX14280060,LMNB1,Liver,Liver
SRX14280081,FOXA2,Liver,Liver
SRX14280082,FOXA2,Liver,Liver
SRX14280083,FOXA2,Liver,Liver
SRX14280084,FOXA2,Liver,Liver
SRX14280085,FOXA2,Liver,Liver
SRX14280086,FOXA2,Liver,Liver
SRX14280087,LMNB1,Liver,Liver
SRX14280088,LMNB1,Liver,Liver
SRX14280089,LMNB1,Liver,Liver
SRX14280090,LMNB1,Liver,Liver
SRX15600232,AHR,Liver,Hepatocytes
SRX15600233,AHR,Liver,Hepatocytes
SRX16495311,CTCF,Liver,Liver
SRX16495312,CTCF,Liver,Liver
SRX16499968,CTCF,Liver,Liver
SRX16499969,CTCF,Liver,Liver
SRX16499974,CTCF,Liver,Liver
SRX16499975,CTCF,Liver,Liver
SRX18156222,FOXA2,Liver,Liver
SRX18156223,FOXA2,Liver,Liver
SRX18156224,FOXA2,Liver,Liver
SRX18156225,LMNB1,Liver,Liver
SRX18156226,LMNB1,Liver,Liver
SRX18156227,LMNB1,Liver,Liver
SRX2630137,GABPA,Liver,Liver
SRX2630138,GABPA,Liver,Liver
SRX2630286,NR2F2,Liver,Liver
SRX2630287,NR2F2,Liver,Liver
SRX2630318,JUND,Liver,Liver
SRX2630319,JUND,Liver,Liver
SRX2630358,RAD21,Liver,Liver
SRX2630359,RAD21,Liver,Liver
SRX2630360,ATF3,Liver,Liver
SRX2630361,ATF3,Liver,Liver
SRX2630462,TAF1,Liver,Liver
SRX2630463,TAF1,Liver,Liver
SRX2635806,NR2F2,Liver,Liver
SRX2635807,NR2F2,Liver,Liver
SRX2635821,ZBTB33,Liver,Liver
SRX2635822,ZBTB33,Liver,Liver
SRX2635825,GABPA,Liver,Liver
SRX2635826,GABPA,Liver,Liver
SRX2635877,FOXA1,Liver,Liver
SRX2635878,FOXA1,Liver,Liver
SRX2635902,YY1,Liver,Liver
SRX2635903,YY1,Liver,Liver
SRX2635951,ATF3,Liver,Liver
SRX2635952,ATF3,Liver,Liver
SRX2635955,ZBTB33,Liver,Liver
SRX2635956,ZBTB33,Liver,Liver
SRX2635979,MAX,Liver,Liver
SRX2635980,MAX,Liver,Liver
SRX2636008,HNF4A,Liver,Liver
SRX2636009,HNF4A,Liver,Liver
SRX2636083,HNF4A,Liver,Liver
SRX2636084,HNF4A,Liver,Liver
SRX2636234,FOXA1,Liver,Liver
SRX2636235,FOXA1,Liver,Liver
SRX2636352,JUND,Liver,Liver
SRX2636353,JUND,Liver,Liver
SRX2636488,RAD21,Liver,Liver
SRX2636489,RAD21,Liver,Liver
SRX2636587,YY1,Liver,Liver
SRX2636588,YY1,Liver,Liver
SRX2636601,MAX,Liver,Liver
SRX2636602,MAX,Liver,Liver
SRX3010015,CTCF,Liver,Hepatocytes
SRX3010016,CTCF,Liver,Hepatocytes
SRX3010017,CTCF,Liver,Hepatocytes
SRX3010297,EZH2,Liver,Hepatocytes
SRX3010298,EZH2,Liver,Hepatocytes
SRX3321879,FOXA2,Liver,Liver
SRX3321880,FOXA2,Liver,Liver
SRX3322184,HNF4G,Liver,Liver
SRX3322185,HNF4G,Liver,Liver
SRX3322233,FOXA2,Liver,Liver
SRX3322234,FOXA2,Liver,Liver
SRX3322719,CTCF,Liver,Liver
SRX3323031,REST,Liver,Liver
SRX3323032,REST,Liver,Liver
SRX3323081,REST,Liver,Liver
SRX3323082,REST,Liver,Liver
SRX530184,NR1H4,Liver,Hepatocytes
SRX530186,NR1H4,Liver,Hepatocytes
SRX5457221,SP1,Liver,Liver
SRX5457222,SP1,Liver,Liver
SRX5457233,RXRA,Liver,Liver
SRX5457234,RXRA,Liver,Liver
SRX5457254,RAD21,Liver,Liver
SRX5457255,RAD21,Liver,Liver
SRX5457320,EGR1,Liver,Liver
SRX5457321,EGR1,Liver,Liver
SRX5457389,CTCF,Liver,Liver
SRX5457390,CTCF,Liver,Liver
SRX5457410,EGR1,Liver,Liver
SRX5457411,EGR1,Liver,Liver
SRX5457467,RXRA,Liver,Liver
SRX5457468,RXRA,Liver,Liver
SRX5457498,SP1,Liver,Liver
SRX5457499,SP1,Liver,Liver
SRX5471140,MED1,Liver,Liver
SRX8453143,AR,Liver,Liver
SRX8453146,CTCF,Liver,Liver
SRX8453150,FOXA1,Liver,Liver
SRX9221932,ESR1,Liver,Hepatocytes
SRX9221933,ESR1,Liver,Hepatocytes
SRX9221935,ESR1,Liver,Liver
SRX10131662,CDK9,Lung,Bronchial tracheal epithelial cells
SRX10131663,CDK9,Lung,Bronchial tracheal epithelial cells
SRX10131664,NELFCD,Lung,Bronchial tracheal epithelial cells
SRX10131665,NELFCD,Lung,Bronchial tracheal epithelial cells
SRX10131666,MLLT3,Lung,Bronchial tracheal epithelial cells
SRX10131667,MLLT3,Lung,Bronchial tracheal epithelial cells
SRX10131668,MLLT1,Lung,Bronchial tracheal epithelial cells
SRX10131669,MLLT1,Lung,Bronchial tracheal epithelial cells
SRX10131670,BRD4,Lung,Bronchial tracheal epithelial cells
SRX10131671,BRD4,Lung,Bronchial tracheal epithelial cells
SRX10131678,MLLT3,Lung,Bronchial tracheal epithelial cells
SRX10131679,MLLT3,Lung,Bronchial tracheal epithelial cells
SRX10131680,MLLT1,Lung,Bronchial tracheal epithelial cells
SRX10131681,MLLT1,Lung,Bronchial tracheal epithelial cells
SRX10131682,BRD4,Lung,Bronchial tracheal epithelial cells
SRX10131683,BRD4,Lung,Bronchial tracheal epithelial cells
SRX10976484,CTCF,Lung,Lung
SRX10976485,CTCF,Lung,Lung
SRX10976701,CTCF,Lung,Lung
SRX10976702,CTCF,Lung,Lung
SRX10976863,CTCF,Lung,Lung
SRX10976864,CTCF,Lung,Lung
SRX11412423,1-Dec,Lung,Bronchial epithelial cells
SRX13009098,CTCF,Lung,Lung
SRX13009099,CTCF,Lung,Lung
SRX16498460,CTCF,Lung,Lung
SRX16498461,CTCF,Lung,Lung
SRX16500149,CTCF,Lung,Lung
SRX16500150,CTCF,Lung,Lung
SRX1711343,INTS12,Lung,Bronchial epithelial cells
SRX1711344,INTS12,Lung,Bronchial epithelial cells
SRX18031708,YAP1,Lung,Bronchial epithelial cells
SRX18031709,YAP1,Lung,Bronchial epithelial cells
SRX18031710,TP63,Lung,Bronchial epithelial cells
SRX18031711,TP63,Lung,Bronchial epithelial cells
SRX188959,CTCF,Lung,Lung
SRX212182,RELA,Lung,Lung fibroblasts
SRX212183,RELA,Lung,Lung fibroblasts
SRX212184,EP300,Lung,Lung fibroblasts
SRX212185,EP300,Lung,Lung fibroblasts
SRX212197,CTCF,Lung,Lung fibroblasts
SRX268450,GRHL2,Lung,Tracheal epithelial cells
SRX268451,GRHL2,Lung,Tracheal epithelial cells
SRX268452,GRHL2,Lung,Tracheal epithelial cells
SRX2765967,HMGB2,Lung,Lung fibroblasts
SRX2765968,HMGB2,Lung,Lung fibroblasts
SRX3288977,IRF3,Lung,Bronchial tracheal epithelial cells
SRX3288978,IRF3,Lung,Bronchial tracheal epithelial cells
SRX3288979,IRF3,Lung,Bronchial tracheal epithelial cells
SRX3288980,IRF3,Lung,Bronchial tracheal epithelial cells
SRX3288981,IRF3,Lung,Bronchial tracheal epithelial cells
SRX3321881,EP300,Lung,Lung
SRX3321901,CTCF,Lung,Lung
SRX3322177,EP300,Lung,Lung
SRX3322334,EP300,Lung,Lung
SRX3322854,EP300,Lung,Lung
SRX3322861,CTCF,Lung,Lung
SRX3322906,CTCF,Lung,Lung
SRX3322964,CTCF,Lung,Lung
SRX3585704,HMGB1,Lung,Lung fibroblasts
SRX4367421,TBP,Lung,Bronchial tracheal epithelial cells
SRX4367422,TBP,Lung,Bronchial tracheal epithelial cells
SRX4367431,TBP,Lung,Bronchial tracheal epithelial cells
SRX4367432,TBP,Lung,Bronchial tracheal epithelial cells
SRX4367441,TBP,Lung,Bronchial tracheal epithelial cells
SRX4367442,TBP,Lung,Bronchial tracheal epithelial cells
SRX5471141,MED1,Lung,Lung
SRX6784062,CTCF,Lung,Lung
