Experimental ID,Track type,Cell type class,Cell type
SRX14649560,TLX3,Blood,Jurkat
SRX1466274,PRMT5,Breast,MDA-MB-231
SRX14674568,EZH2,Blood,KARPAS-422
SRX14674569,EZH2,Blood,KARPAS-422
SRX14674570,EZH2,Blood,K-562
SRX14674571,EZH2,Blood,K-562
SRX14688734,TEAD1,Cardiovascular,HUVEC
SRX147007,EP300,Lung,IMR-90
SRX1470542,Epitope tags,Muscle,Myoblasts
SRX1470544,Epitope tags,Muscle,Myoblasts
SRX1471688,NFE2L2,Lung,BEAS-2B
SRX1471689,NFE2L2,Lung,BEAS-2B
SRX1471690,NFE2L2,Lung,BEAS-2B
SRX1471691,NFE2L2,Lung,BEAS-2B
SRX1471738,BRD4,Epidermis,SK-MEL-5
SRX1471739,BRD4,Epidermis,SK-MEL-5
SRX1473609,ESRRA,Breast,BT-474
SRX1473610,ESRRA,Breast,BT-474
SRX14756932,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756933,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756934,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756935,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756936,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756937,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756938,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756939,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756940,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14756941,DNA-RNA hybrid,Breast,MDA-MB-436
SRX14758832,AR,Breast,MCF-7
SRX14758833,ESR1,Breast,MCF-7
SRX14758835,AR,Breast,MCF-7
SRX14758836,ESR1,Breast,MCF-7
SRX14758838,AR,Breast,MCF-7
SRX14758839,ESR1,Breast,MCF-7
SRX14758841,AR,Breast,MCF-7
SRX14758842,ESR1,Breast,MCF-7
SRX147681,ERCC6,Others,UVSS1
SRX1477647,Epitope tags,Lung,MRC-5
SRX1477648,Epitope tags,Lung,MRC-5
SRX1477649,Epitope tags,Lung,MRC-5
SRX1477650,Epitope tags,Lung,MRC-5
SRX1477651,Epitope tags,Lung,MRC-5
SRX1477652,Epitope tags,Lung,MRC-5
SRX1477653,Epitope tags,Lung,MRC-5
SRX1477654,Epitope tags,Lung,MRC-5
SRX1477655,Epitope tags,Lung,MRC-5
SRX1477656,Epitope tags,Lung,MRC-5
SRX1477657,Epitope tags,Lung,MRC-5
SRX1477658,Epitope tags,Lung,MRC-5
SRX1477660,Epitope tags,Lung,MRC-5
SRX1477661,Epitope tags,Lung,MRC-5
SRX1477662,Epitope tags,Lung,MRC-5
SRX1477664,MED12,Blood,CD34 Hematopoietic stem cells
SRX1477665,MED12,Blood,CD34 Hematopoietic stem cells
SRX1477666,MED12,Blood,CD34 Hematopoietic stem cells
SRX14840949,NUP153,Digestive tract,TE-5
SRX14847168,ATF4,Blood,SUP-B15
SRX14847169,ATF4,Blood,SUP-B15
SRX14847170,ATF4,Blood,SUP-B15
SRX14847171,ATF4,Blood,SUP-B15
SRX14869351,SPI1,Blood,MOLM-13
SRX14869352,SPI1,Blood,MOLM-13
SRX14869358,SPI1,Blood,MOLM-13
SRX14869359,SPI1,Blood,MOLM-13
SRX14870988,SIRT6,Unclassified,Unclassified
SRX14870989,SIRT6,Unclassified,Unclassified
SRX14870990,SIRT6,Unclassified,Unclassified
SRX14870991,SIRT6,Unclassified,Unclassified
SRX14870992,SIRT6,Unclassified,Unclassified
SRX14870993,SIRT6,Unclassified,Unclassified
SRX14870994,SIRT6,Unclassified,Unclassified
SRX14870995,SIRT6,Unclassified,Unclassified
SRX14875681,SET,Breast,MCF-7
SRX14875682,SET,Breast,MCF-7
SRX14875683,ESR1,Breast,MCF-7
SRX14875684,ESR1,Breast,MCF-7
SRX14875685,ESR1,Breast,MCF-7
SRX14875686,ESR1,Breast,MCF-7
SRX14888585,YY1,Blood,THP-1
SRX14888587,YY1,Blood,Macrophages
SRX14894051,POLR2C,Digestive tract,HCT 116
SRX14894052,POLR2C,Digestive tract,HCT 116
SRX14894053,POLR2C,Digestive tract,HCT 116
SRX14894057,POLR2C,Digestive tract,HCT 116
SRX14894058,POLR2C,Digestive tract,HCT 116
SRX14894059,POLR2C,Digestive tract,HCT 116
SRX1489433,MBD3,Breast,MDA-MB-231
SRX1489434,MBD3,Breast,MDA-MB-231
SRX148962,CDK9,Blood,P493-6
SRX148963,CDK9,Blood,P493-6
SRX148964,CDK9,Blood,P493-6
SRX14908971,BRD4,Others,NC797
SRX14908972,BRD4,Others,NC797
SRX14908973,BRD4,Others,NC797
SRX14908974,BRD4,Others,NC797
SRX14908975,BRD4,Others,NC797
SRX14908976,BRD4,Others,NC797
SRX14908977,BRD4,Others,NC797
SRX14908978,BRD4,Others,NC797
SRX1491250,TCF4,Blood,CAL-1
SRX1491252,TCF4,Blood,GEN2.2
SRX1491254,BRD4,Blood,CAL-1
SRX1491257,BRD4,Blood,CAL-1
SRX1491260,BRD4,Blood,GEN2.2
SRX1491263,BRD4,Blood,GEN2.2
SRX1491463,ASH1L,Blood,K-562
SRX1491464,ASH1L,Blood,K-562
SRX1491920,Epitope tags,Blood,Lymphoblastoid cell line
SRX1491921,Epitope tags,Blood,Lymphoblastoid cell line
SRX1491922,Epitope tags,Blood,Lymphoblastoid cell line
SRX14953981,Epitope tags,Others,SUNE1
SRX14953982,Epitope tags,Others,SUNE1
SRX14963950,MYBL2,Lung,A549
SRX14963951,MYBL2,Lung,A549
SRX14963952,FOXM1,Lung,A549
SRX14963953,FOXM1,Lung,A549
SRX1497383,BRD4,Blood,RAJI
SRX1497384,MYC,Blood,RAJI
SRX1497386,E2F1,Blood,RAJI
SRX1497393,BRD4,Blood,RAJI
SRX1497394,MYC,Blood,RAJI
SRX1497396,E2F1,Blood,RAJI
SRX1497516,TRIM28,Breast,MCF-7
SRX14984975,ATF4,Neural,GBM
SRX14984978,ATF4,Neural,GBM
SRX14998190,SERPINE1,Others,RT-112
SRX14998191,SERPINE1,Others,RT-112
SRX14998193,SERPINE1,Others,UM-UC-3
SRX14998194,SERPINE1,Others,UM-UC-3
SRX150111,POU2F1,Uterus,HeLa
SRX1503373,HNF1A,Gonad,Caput epididymis
SRX1503375,HNF1A,Gonad,Caput epididymis
SRX15036321,GATA3,Pluripotent stem cell,hESC H9
SRX15036323,GATA3,Blood,CD4+ T cells
SRX15036325,GATA3,Blood,Mac1
SRX15036327,GATA3,Blood,MOLT-4
SRX15036329,GATA3,Blood,THP-1
SRX15036331,GATA3,Blood,CCRF-CEM
SRX15036333,GATA3,Blood,SUP-T1
SRX15036448,ACTR5,Breast,MCF-7
SRX1510444,SOX9,Prostate,VCaP
SRX1510969,ZNF143,Breast,MCF-7
SRX1510970,ZNF143,Breast,MCF-7
SRX1510971,ZNF143,Breast,MCF-7
SRX1510972,ZNF143,Breast,MCF-7
SRX151229,SMC1A,Blood,Lymphoblastoid cells
SRX151230,NIPBL,Blood,Lymphoblastoid cells
SRX1514916,GFP,Kidney,293
SRX1514917,GFP,Kidney,293
SRX1514918,GFP,Kidney,293
SRX1514919,GFP,Kidney,293
SRX1514920,GFP,Kidney,293
SRX1514921,GFP,Kidney,293
SRX1514922,GFP,Kidney,293
SRX1514923,GFP,Kidney,293
SRX1514924,GFP,Kidney,293
SRX1514925,GFP,Kidney,293
SRX1514926,GFP,Kidney,293
SRX1514927,GFP,Kidney,293
SRX1514928,GFP,Kidney,293
SRX1514929,GFP,Kidney,293
SRX1514930,GFP,Kidney,293
SRX1514931,GFP,Kidney,293
SRX1514932,GFP,Kidney,293
SRX1514933,GFP,Kidney,293
SRX1514934,GFP,Kidney,293
SRX1514935,GFP,Kidney,293
SRX1514936,GFP,Kidney,293
SRX1514937,GFP,Kidney,293
SRX1514938,GFP,Kidney,293
SRX1514939,GFP,Kidney,293
SRX1514940,GFP,Kidney,293
SRX1514941,GFP,Kidney,293
SRX1514942,GFP,Kidney,293
SRX1514943,GFP,Kidney,293
SRX1514944,GFP,Kidney,293
SRX1514945,GFP,Kidney,293
SRX1514946,GFP,Kidney,293
SRX1514947,GFP,Kidney,293
SRX1514948,GFP,Kidney,293
SRX1514949,GFP,Kidney,293
SRX1514950,GFP,Kidney,293
SRX1514951,GFP,Kidney,293
SRX1514952,GFP,Kidney,293
SRX1514953,GFP,Kidney,293
SRX1514954,GFP,Kidney,293
SRX1514955,GFP,Kidney,293
SRX1514956,GFP,Kidney,293
SRX1514957,GFP,Kidney,293
SRX1514958,GFP,Kidney,293
SRX1514959,GFP,Kidney,293
SRX1514960,GFP,Kidney,293
SRX1514961,GFP,Kidney,293
SRX1514962,GFP,Kidney,293
SRX1514963,GFP,Kidney,293
SRX1514964,GFP,Kidney,293
SRX1514965,GFP,Kidney,293
SRX1514966,GFP,Kidney,293
SRX1514967,GFP,Kidney,293
SRX1514968,GFP,Kidney,293
SRX1514969,GFP,Kidney,293
SRX1514970,GFP,Kidney,293
SRX1514971,GFP,Kidney,293
SRX1514972,GFP,Kidney,293
SRX1514973,GFP,Kidney,293
SRX1514974,GFP,Kidney,293
SRX1514975,GFP,Kidney,293
SRX1514976,GFP,Kidney,293
SRX1514977,GFP,Kidney,293
SRX1514978,GFP,Kidney,293
SRX1514979,GFP,Kidney,293
SRX1514980,GFP,Kidney,293
SRX1514981,GFP,Kidney,293
SRX1514982,GFP,Kidney,293
SRX1514983,GFP,Kidney,293
SRX1514984,GFP,Kidney,293
SRX1514985,GFP,Kidney,293
SRX1514986,GFP,Kidney,293
SRX1514987,GFP,Kidney,293
SRX1514988,GFP,Kidney,293
SRX1514989,GFP,Kidney,293
SRX1514990,GFP,Kidney,293
SRX1514991,GFP,Kidney,293
SRX1514992,GFP,Kidney,293
SRX1514993,GFP,Kidney,293
SRX1514994,GFP,Kidney,293
SRX1514995,GFP,Kidney,293
SRX1514996,GFP,Kidney,293
SRX1514997,GFP,Kidney,293
SRX1514998,GFP,Kidney,293
SRX1514999,GFP,Kidney,293
SRX1515000,GFP,Kidney,293
SRX1515001,GFP,Kidney,293
SRX1515002,GFP,Kidney,293
SRX1515003,GFP,Kidney,293
SRX1515004,GFP,Kidney,293
SRX1515005,GFP,Kidney,293
SRX1515006,GFP,Kidney,293
SRX1515007,GFP,Kidney,293
SRX1515008,GFP,Kidney,293
SRX1515009,GFP,Kidney,293
SRX1515010,GFP,Kidney,293
SRX1515011,GFP,Kidney,293
SRX1515012,GFP,Kidney,293
SRX1515013,GFP,Kidney,293
SRX1515014,GFP,Kidney,293
SRX1515015,GFP,Kidney,293
SRX1515016,GFP,Kidney,293
SRX1515017,GFP,Kidney,293
SRX1515018,GFP,Kidney,293
SRX1515019,GFP,Kidney,293
SRX1515020,GFP,Kidney,293
SRX1515021,GFP,Kidney,293
SRX1515022,GFP,Kidney,293
SRX1515023,GFP,Kidney,293
SRX1515024,GFP,Kidney,293
SRX1515025,GFP,Kidney,293
SRX1515026,GFP,Kidney,293
SRX1515027,GFP,Kidney,293
SRX1515028,GFP,Kidney,293
SRX1515029,GFP,Kidney,293
SRX1515030,GFP,Kidney,293
SRX1515031,GFP,Kidney,293
SRX1515032,GFP,Kidney,293
SRX1515033,GFP,Kidney,293
SRX1515034,GFP,Kidney,293
SRX1515035,GFP,Kidney,293
SRX1515036,GFP,Kidney,293
SRX1515037,GFP,Kidney,293
SRX1515038,GFP,Kidney,293
SRX1515039,GFP,Kidney,293
SRX1515040,GFP,Kidney,293
SRX1515041,GFP,Kidney,293
SRX1515042,GFP,Kidney,293
SRX1515043,GFP,Kidney,293
SRX1515044,GFP,Kidney,293
SRX1515045,GFP,Kidney,293
SRX1515046,GFP,Kidney,293
SRX1515047,GFP,Kidney,293
SRX1515048,GFP,Kidney,293
SRX1515049,GFP,Kidney,293
SRX1515050,GFP,Kidney,293
SRX1515051,GFP,Kidney,293
SRX1515052,GFP,Kidney,293
SRX1515053,GFP,Kidney,293
SRX1515054,GFP,Kidney,293
SRX1515055,GFP,Kidney,293
SRX1515056,GFP,Kidney,293
SRX1515057,GFP,Kidney,293
SRX1515058,GFP,Kidney,293
SRX1515059,GFP,Kidney,293
SRX1515060,GFP,Kidney,293
SRX1515061,GFP,Kidney,293
SRX1515062,GFP,Kidney,293
SRX1515063,GFP,Kidney,293
SRX1515064,GFP,Kidney,293
SRX1515065,GFP,Kidney,293
SRX1515066,GFP,Kidney,293
SRX1515067,GFP,Kidney,293
SRX1515068,GFP,Kidney,293
SRX1515069,GFP,Kidney,293
SRX1515070,GFP,Kidney,293
SRX1515071,GFP,Kidney,293
SRX1515072,GFP,Kidney,293
SRX1515073,GFP,Kidney,293
SRX1515074,GFP,Kidney,293
SRX1515075,GFP,Kidney,293
SRX15152332,MECOM,Blood,Chronic myeloid leukemia
SRX15152334,MECOM,Blood,Acute myeloid leukemia
SRX15152336,MECOM,Blood,Myelomonocytic leukemia
SRX15152338,MECOM,Blood,Acute myeloid leukemia
SRX15157310,CARM1,Gonad,A-1847
SRX151939,IRF5,Blood,PBMC
SRX151940,IRF5,Blood,PBMC
SRX151941,IRF5,Blood,PBMC
SRX151942,IRF5,Blood,PBMC
SRX151947,STAT4,Blood,PBMC
SRX151948,STAT4,Blood,PBMC
SRX151949,STAT4,Blood,PBMC
SRX15207281,CDX2,Pluripotent stem cell,hESC derived pancreatic cells
SRX15207282,CDX2,Pluripotent stem cell,hESC derived pancreatic cells
SRX1521297,ZMYND8,Breast,ZR-75-30
SRX1521303,EP300,Breast,ZR-75-30
SRX1521304,EP300,Breast,ZR-75-30
SRX1521305,ZMYND8,Breast,ZR-75-30
SRX1521310,KDM5C,Breast,ZR-75-30
SRX1521315,KDM5C,Breast,ZR-75-30
SRX15231428,BRD7,Blood,Akata
SRX15231430,BRD7,Blood,Akata
SRX15235585,SUPT5H,Digestive tract,HCT 116
SRX15235586,SUPT5H,Digestive tract,HCT 116
SRX15235587,SUPT5H,Digestive tract,HCT 116
SRX15235588,SUPT5H,Digestive tract,HCT 116
SRX15235589,SUPT5H,Digestive tract,HCT 116
SRX15235590,SUPT5H,Digestive tract,HCT 116
SRX15235591,SUPT5H,Digestive tract,HCT 116
SRX15235592,SUPT5H,Digestive tract,HCT 116
SRX15235593,SUPT5H,Digestive tract,HCT 116
SRX15235594,SUPT5H,Digestive tract,HCT 116
SRX15235595,SUPT5H,Digestive tract,HCT 116
SRX15235596,SUPT5H,Digestive tract,HCT 116
SRX15235597,SUPT5H,Digestive tract,HCT 116
SRX15235598,SUPT5H,Digestive tract,HCT 116
SRX15235599,SUPT5H,Digestive tract,HCT 116
SRX15235600,SUPT5H,Digestive tract,HCT 116
SRX15279659,ZMYND8,Breast,MDA-MB-231
SRX15279660,ZMYND8,Breast,MDA-MB-231
SRX1528428,USP7,Breast,MDA-MB-231
SRX1528429,USP7,Lung,NCI-H1299
SRX1528430,HIF1A,Lung,NCI-H1299
SRX1528505,SRPK1,Breast,MCF 10A
SRX1528506,SRPK2,Breast,MCF 10A
SRX15288275,SOX17,Pluripotent stem cell,hESC derived endodermal cells
SRX15288276,SOX17,Pluripotent stem cell,hESC derived endodermal cells
SRX15288277,CTNNB1,Pluripotent stem cell,hESC derived endodermal cells
SRX15288278,CTNNB1,Pluripotent stem cell,hESC derived endodermal cells
SRX15288290,CTNNB1,Kidney,293
SRX15288292,CTNNB1,Pluripotent stem cell,hESC derived endodermal cells
SRX15288294,CTNNB1,Pluripotent stem cell,hESC derived endodermal cells
SRX15288296,CTNNB1,Kidney,293
SRX15288297,CTNNB1,Kidney,293
SRX15288298,CTNNB1,Kidney,293
SRX15288299,CTNNB1,Kidney,293
SRX15288300,CTNNB1,Kidney,293
SRX15288301,SOX17,Kidney,293
SRX15288302,SOX17,Kidney,293
SRX15288303,SOX17,Kidney,293
SRX15288304,SOX17,Kidney,293
SRX15288305,SOX17,Kidney,293
SRX15288306,SOX17,Kidney,293
SRX1529431,CTCF,Neural,SK-N-SH
SRX1529432,RAD21,Neural,SK-N-SH
SRX1530266,YY2,Uterus,HeLa
SRX1532010,SON,Blood,K-562
SRX1532011,SON,Blood,K-562
SRX15337036,RB1,Neural,hTERT RPE-1
SRX15337037,RB1,Neural,hTERT RPE-1
SRX15337391,RAD21,Blood,HAP1
SRX15337392,RAD21,Blood,HAP1
SRX15337393,RAD21,Blood,HAP1
SRX15337394,RAD21,Blood,HAP1
SRX15337395,RAD21,Blood,HAP1
SRX15337396,RAD21,Blood,HAP1
SRX15337397,RAD21,Blood,HAP1
SRX15337398,RAD21,Blood,HAP1
SRX15337399,RAD21,Blood,HAP1
SRX15337400,RAD21,Blood,HAP1
SRX15337401,RAD21,Blood,HAP1
SRX15337402,RAD21,Blood,HAP1
SRX15337403,RAD21,Blood,HAP1
SRX15337404,RAD21,Blood,HAP1
SRX15337405,RAD21,Blood,HAP1
SRX15337406,RAD21,Blood,HAP1
SRX15337407,RAD21,Blood,HAP1
SRX15337408,RAD21,Blood,HAP1
SRX15337409,RAD21,Blood,HAP1
SRX15337410,RAD21,Blood,HAP1
SRX15337411,RAD21,Blood,HAP1
SRX15337412,RAD21,Blood,HAP1
SRX1539275,MYC,Blood,P493-6
SRX1539276,MYC,Blood,P493-6
SRX1542105,SRPK1,Breast,MCF 10A
SRX1542106,SRPK2,Breast,MCF 10A
SRX15426922,Epitope tags,Epidermis,Keratinocytes
SRX15426923,Epitope tags,Epidermis,Keratinocytes
SRX15426924,Epitope tags,Epidermis,Keratinocytes
SRX15426925,Epitope tags,Epidermis,Keratinocytes
SRX15426926,Epitope tags,Epidermis,Keratinocytes
SRX15426927,Epitope tags,Epidermis,Keratinocytes
SRX15426928,HEXIM1,Epidermis,Keratinocytes
SRX154498,CTCF,Prostate,PrEC
SRX154499,CTCF,Prostate,LNCAP
SRX1550246,Epitope tags,Bone,U2OS
SRX1550247,Epitope tags,Bone,U2OS
SRX1550249,MYC,Bone,U2OS
SRX1550250,MYC,Bone,U2OS
SRX1550251,MYC,Bone,U2OS
SRX1550252,MYC,Bone,U2OS
SRX15504031,NRP2,Prostate,C4-2B
SRX15504032,NRP2,Prostate,C4-2B
SRX1552472,MYC,Bone,U2OS
SRX1552473,MYC,Bone,U2OS
SRX1555438,MITF,Epidermis,501A
SRX1556104,E2F1,Prostate,PC-3
SRX1556105,E2F1,Prostate,PC-3
SRX1556106,KDM1A,Prostate,PC-3
SRX1556107,KDM1A,Prostate,PC-3
SRX155715,HSF1,Breast,HMEC
SRX155717,HSF1,Breast,BPE
SRX155719,HSF1,Breast,HMEC
SRX155721,HSF1,Breast,BPE
SRX155723,HSF1,Breast,HMLE
SRX155725,HSF1,Breast,BPLER
SRX155727,HSF1,Breast,MCF 10A
SRX155728,HSF1,Breast,MCF 10A
SRX155730,HSF1,Breast,MCF 10A
SRX155731,HSF1,Breast,MCF 10A
SRX155733,HSF1,Lung,NCI-H1703
SRX155734,HSF1,Lung,NCI-H1703
SRX155736,HSF1,Breast,ZR-75-1
SRX155737,HSF1,Breast,ZR-75-1
SRX155739,HSF1,Digestive tract,SW 620
SRX155740,HSF1,Digestive tract,SW 620
SRX15574110,CXXC5,Breast,MCF-7
SRX15574111,CUL4B,Breast,MCF-7
SRX15574112,MTA1,Breast,MCF-7
SRX155742,HSF1,Digestive tract,HCT-15
SRX155743,HSF1,Digestive tract,HCT-15
SRX155745,HSF1,Digestive tract,HT-29
SRX155746,HSF1,Digestive tract,HT-29
SRX155748,HSF1,Breast,MCF-7
SRX155749,HSF1,Breast,MCF-7
SRX155751,HSF1,Lung,NCI-H441
SRX155752,HSF1,Lung,NCI-H441
SRX155754,HSF1,Breast,SK-BR-3
SRX155755,HSF1,Breast,SK-BR-3
SRX155757,HSF1,Lung,NCI-H838
SRX155758,HSF1,Lung,NCI-H838
SRX155760,HSF1,Breast,BT-20
SRX155761,HSF1,Breast,BT-20
SRX155763,HSF1,Breast,BPE
SRX155764,HSF1,Breast,HMEC
SRX155766,HSF1,Breast,Breast cancer cells
SRX155767,HSF1,Breast,Breast cancer cells
SRX155769,HSF1,Breast,Breast cancer cells
SRX155770,HSF1,Breast,Breast cancer cells
SRX155772,HSF1,Digestive tract,Colon cancer
SRX155773,HSF1,Digestive tract,Colon cancer
SRX155775,HSF1,Digestive tract,Colon cancer
SRX155776,HSF1,Digestive tract,Colon cancer
SRX15578745,CTCF,Unclassified,Unclassified
SRX15578746,CTCF,Unclassified,Unclassified
SRX15578747,CTCF,Unclassified,Unclassified
SRX15578748,CTCF,Unclassified,Unclassified
SRX15578749,CTCF,Unclassified,Unclassified
SRX15578755,CTCF,Unclassified,Unclassified
SRX15578756,CTCF,Unclassified,Unclassified
SRX15578757,CTCF,Unclassified,Unclassified
SRX15578758,CTCF,Unclassified,Unclassified
SRX15578759,CTCF,Unclassified,Unclassified
SRX15591227,BRD4,Others,Oral squamous cell carcinoma
SRX15591228,BRD4,Others,Oral squamous cell carcinoma
SRX15591229,BRD4,Others,Oral squamous cell carcinoma
SRX15591230,BRD4,Others,Oral squamous cell carcinoma
SRX1560784,BRD4,Gonad,OVCAR-3
SRX1560785,BRD4,Gonad,OVCAR-3
SRX15626858,Epitope tags,Blood,SEM
SRX15626859,Epitope tags,Blood,SEM
SRX15670363,DOT1L,Blood,K-562
SRX15670543,TFE3,Breast,MDA-MB-453
SRX15670544,TFE3,Breast,MDA-MB-453
SRX15670546,TFE3,Breast,MDA-MB-453
SRX15670547,TFE3,Breast,MDA-MB-453
SRX1569767,AR,Prostate,VCaP
SRX1569768,AR,Prostate,VCaP
SRX1569770,POU2F1,Prostate,LNCAP
SRX1569771,POU2F1,Prostate,LNCAP
SRX1569772,POU2F1,Prostate,LNCAP
SRX1569774,FOXA1,Prostate,VCaP
SRX1569775,FOXA1,Prostate,VCaP
SRX1569776,POU2F1,Prostate,VCaP
SRX1569777,POU2F1,Prostate,VCaP
SRX1569778,POU2F1,Prostate,VCaP
SRX15697792,MYC,Blood,HAP1
SRX1569780,FOXA1,Prostate,LNCAP
SRX1569781,AR,Prostate,LNCAP
SRX1569782,AR,Prostate,LNCAP
SRX1569783,POU2F1,Prostate,LNCAP
SRX1569784,POU2F1,Prostate,LNCAP
SRX1569785,POU2F1,Prostate,LNCAP
SRX15710538,CTCF,Kidney,293
SRX15710540,NIPBL,Kidney,293
SRX15710541,RAD21,Kidney,293
SRX15710542,RAD21,Kidney,293
SRX15710543,RAD21,Kidney,293
SRX15710544,STAG1,Kidney,293
SRX15710545,STAG2,Kidney,293
SRX15710546,CTCF,Blood,B cells
SRX15710548,MAU2,Blood,B cells
SRX15710549,RAD21,Blood,B cells
SRX15710550,MAU2,Others,Fibroblasts
SRX15710551,MAU2,Others,Fibroblasts
SRX15710552,NIPBL,Others,Fibroblasts
SRX15710553,RAD21,Others,Fibroblasts
SRX15710554,STAG1,Others,Fibroblasts
SRX15710555,STAG1,Others,Fibroblasts
SRX15710556,STAG2,Others,Fibroblasts
SRX15710557,STAG2,Others,Fibroblasts
SRX15710558,STAG2,Others,Fibroblasts
SRX15710559,STAG2,Others,Fibroblasts
SRX15710560,CTCF,Neural,RPE
SRX15710561,CTCF,Neural,RPE
SRX15710562,CTCF,Neural,RPE
SRX15710569,MAU2,Neural,RPE
SRX15710570,MAU2,Neural,RPE
SRX15710571,MAU2,Neural,RPE
SRX15710572,MAU2,Neural,RPE
SRX15710573,RAD21,Neural,RPE
SRX15710574,RAD21,Neural,RPE
SRX15710575,RAD21,Neural,RPE
SRX15710576,RAD21,Neural,RPE
SRX15710577,RAD21,Neural,RPE
SRX15710578,STAG1,Neural,RPE
SRX15710579,STAG2,Neural,RPE
SRX15710580,STAG2,Neural,RPE
SRX15710581,STAG2,Neural,RPE
SRX15714036,WRN,Pluripotent stem cell,ES cells
SRX15714037,WRN,Pluripotent stem cell,ES cells
SRX15714038,WRN,Pluripotent stem cell,ES cells
SRX15715083,Epitope tags,Blood,Jurkat
SRX15715084,Epitope tags,Blood,Jurkat
SRX1571793,GFP,Uterus,HeLa
SRX1571794,GFP,Uterus,HeLa
SRX1571795,GFP,Uterus,HeLa
SRX1571796,GFP,Uterus,HeLa
SRX1571797,GFP,Uterus,HeLa
SRX1571798,GFP,Uterus,HeLa
SRX157607,HIF1A,Cardiovascular,HUVEC
SRX157608,HIF1A,Cardiovascular,HUVEC
SRX15799043,CTCF,Neural,BT 245
SRX15799044,CTCF,Neural,BT 245
SRX15799045,CTCF,Neural,BT 245
SRX15799046,CTCF,Neural,SU-DIPG-IV
SRX15799047,CTCF,Neural,SU-DIPG-IV
SRX15799048,CTCF,Neural,SU-DIPG-IV
SRX15799057,Epitope tags,Pluripotent stem cell,hESC derived neural cells
SRX15799058,Epitope tags,Pluripotent stem cell,hESC derived neural cells
SRX15799059,Epitope tags,Pluripotent stem cell,hESC derived neural cells
SRX15799060,Epitope tags,Pluripotent stem cell,hESC derived neural cells
SRX15815355,THOC5,Kidney,293
SRX15826235,KMT2D,Breast,MCF-7
SRX15826236,KDM6A,Breast,MCF-7
SRX15826238,KMT2D,Breast,MCF-7
SRX15826239,KDM6A,Breast,MCF-7
SRX15826241,KMT2D,Breast,MDA-MB-231
SRX15826242,KDM6A,Breast,MDA-MB-231
SRX15826244,KMT2D,Breast,MDA-MB-231
SRX15826245,KDM6A,Breast,MDA-MB-231
SRX1585242,ESR1,Breast,MCF-7
SRX1585243,ESR1,Breast,MCF-7
SRX1585244,ESR1,Breast,LTED cells
SRX1585245,ESR1,Breast,LTED cells
SRX159127,ZNF143,Uterus,HeLa
SRX159128,ZNF143,Uterus,HeLa
SRX159129,ZNF143,Blood,K-562
SRX159130,ZNF143,Kidney,293
SRX159131,ZNF143,Blood,HPB-ALL
SRX159138,NOTCH1,Blood,HPB-ALL
SRX15939724,Epitope tags,Muscle,RD
SRX15939725,Epitope tags,Muscle,RD
SRX15946675,CARM1,Blood,Kasumi-1
SRX15946676,CARM1,Blood,Kasumi-1
SRX15946677,CARM1,Blood,Kasumi-1
SRX15946678,CARM1,Blood,Kasumi-1
SRX1596304,Epitope tags,Muscle,LHCN-M2
SRX1597599,STAT3,Others,FaDu
SRX1597600,STAT3,Others,FaDu
SRX1597601,STAT1,Others,FaDu
SRX1597602,STAT1,Others,FaDu
SRX16005283,PCGF2,Pluripotent stem cell,NT2-D1
SRX16005284,PCGF2,Pluripotent stem cell,NT2-D1
SRX16005285,RNF2,Pluripotent stem cell,NT2-D1
SRX16005286,RNF2,Pluripotent stem cell,NT2-D1
SRX16005287,SUZ12,Pluripotent stem cell,NT2-D1
SRX16005288,SUZ12,Pluripotent stem cell,NT2-D1
SRX16005294,PCGF2,Lung,TIG-3
SRX16005295,PCGF2,Lung,TIG-3
SRX16005296,RNF2,Lung,TIG-3
SRX16005297,RNF2,Lung,TIG-3
SRX16005298,SUZ12,Lung,TIG-3
SRX16005299,SUZ12,Lung,TIG-3
SRX16005305,BMI1,Blood,KBM-7
SRX16005306,BMI1,Blood,KBM-7
SRX16005307,RNF2,Blood,KBM-7
SRX16005308,RNF2,Blood,KBM-7
SRX16005309,SUZ12,Blood,KBM-7
SRX16005310,SUZ12,Blood,KBM-7
SRX16005834,NR3C1,Uterus,HeLa
SRX16005837,NR3C1,Uterus,HeLa
SRX16005838,NR3C1,Uterus,HeLa
SRX16005841,NR3C1,Uterus,HeLa
SRX16005842,NR3C1,Uterus,HeLa
SRX16005843,NR3C1,Uterus,HeLa
SRX16016300,RNF2,Neural,Glioblstoma stem cell
SRX16016301,RNF2,Neural,Glioblstoma stem cell
SRX16016302,RNF2,Neural,Glioblstoma stem cell
SRX16016303,RNF2,Neural,Glioblstoma stem cell
SRX16016304,RNF2,Neural,Glioblstoma stem cell
SRX16016305,RNF2,Neural,Glioblstoma stem cell
SRX16038503,G-quadruplex,Bone,U2OS
