Experiment ID,Track type,Cell type class,Cell type,Keyword
SRX6639326,SMAD1,Pluripotent stem cell,hESC H1,hESC
SRX6639328,GATA3,Pluripotent stem cell,hESC H1,hESC
SRX6639330,GATA3,Pluripotent stem cell,hESC H1,hESC
SRX670813,BRD4,Pluripotent stem cell,hESC H9,hESC
SRX670814,BRD4,Pluripotent stem cell,hESC H9,hESC
SRX670815,BRD2,Pluripotent stem cell,hESC H9,hESC
SRX670816,BRD2,Pluripotent stem cell,hESC H9,hESC
SRX670817,BRD3,Pluripotent stem cell,hESC H9,hESC
SRX670818,BRD3,Pluripotent stem cell,hESC H9,hESC
SRX6710581,CCNE1,Pluripotent stem cell,hESC H9,hESC
SRX6742745,ZNF398,Pluripotent stem cell,hESC H9,hESC
SRX6783963,KDM5A,Pluripotent stem cell,hESC H1,hESC
SRX6783964,KDM5A,Pluripotent stem cell,hESC H1,hESC
SRX684516,T,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX684517,T,Pluripotent stem cell,hESC derived mesodermal cells,hESC
SRX684518,T,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX684519,T,Pluripotent stem cell,hESC derived mesodermal cells,hESC
SRX6867660,RUNX1T1,Pluripotent stem cell,hESC H9,hESC
SRX6867661,RUNX1T1,Pluripotent stem cell,hESC H9,hESC
SRX6867663,RUNX1,Pluripotent stem cell,hESC H9,hESC
SRX6867664,RUNX1,Pluripotent stem cell,hESC H9,hESC
SRX6927342,SOX1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6927344,SOX1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6927346,SOX1,Pluripotent stem cell,hESC derived neural cells,hESC
SRX6986757,Epitope tags,Pluripotent stem cell,hESC H1,hESC
SRX701956,CTCF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701957,PRDM1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701958,PRDM1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701959,PRDM1,Pluripotent stem cell,hESC HUES64,hESC
SRX701960,PRDM1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701961,CDX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701962,CTCF,Pluripotent stem cell,hESC HUES64,hESC
SRX701963,CTCF,Pluripotent stem cell,hESC HUES64,hESC
SRX701964,CTCF,Pluripotent stem cell,hESC HUES64,hESC
SRX701965,CTCF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701966,CTCF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701967,CTCF,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX701968,EOMES,Pluripotent stem cell,hESC HUES64,hESC
SRX701969,EOMES,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701970,EOMES,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701971,EOMES,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701972,EOMES,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701973,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701974,FOXA1,Pluripotent stem cell,hESC HUES64,hESC
SRX701975,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701976,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701977,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701978,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701979,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701980,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701981,FOXA2,Pluripotent stem cell,hESC HUES64,hESC
SRX701982,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701983,GATA4,Pluripotent stem cell,hESC HUES64,hESC
SRX701984,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701985,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701986,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701987,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701988,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701989,GATA4,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX701990,GATA4,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX701991,GATA4,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX701992,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701993,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701994,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701995,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701996,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701997,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701998,GATA4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX701999,GATA6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702000,GATA6,Pluripotent stem cell,hESC HUES64,hESC
SRX702001,GATA6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702002,GATA6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702003,GATA6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702004,GATA6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702005,GATA6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702020,HEY1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702021,HNF1B,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702022,HNF1B,Pluripotent stem cell,hESC HUES64,hESC
SRX702023,HNF1B,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702024,HNF1B,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702025,HNF4A,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702026,HNF4A,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702027,HNF4A,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702028,HNF4A,Pluripotent stem cell,hESC HUES64,hESC
SRX702029,KLF5,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702030,KLF5,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702031,KLF5,Pluripotent stem cell,hESC HUES64,hESC
SRX702032,LEF1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702033,LEF1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702034,NR5A2,Pluripotent stem cell,hESC HUES64,hESC
SRX702035,NR5A2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702036,NANOG,Pluripotent stem cell,hESC HUES64,hESC
SRX702037,NANOG,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702038,NANOG,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702039,NANOG,Pluripotent stem cell,hESC HUES64,hESC
SRX702040,NANOG,Pluripotent stem cell,hESC HUES64,hESC
SRX702041,NANOG,Pluripotent stem cell,hESC HUES64,hESC
SRX702042,NANOG,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702043,NANOG,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702044,NANOG,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702045,OTX2,Pluripotent stem cell,hESC HUES64,hESC
SRX702046,OTX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702047,OTX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702048,OTX2,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702049,OTX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702050,OTX2,Pluripotent stem cell,hESC HUES64,hESC
SRX702051,OTX2,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702052,OTX2,Pluripotent stem cell,hESC HUES64,hESC
SRX702053,OTX2,Pluripotent stem cell,hESC HUES64,hESC
SRX702054,OTX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702055,PAX6,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702056,PAX6,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702063,POU5F1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702064,POU5F1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702065,POU5F1,Pluripotent stem cell,hESC HUES64,hESC
SRX702066,POU5F1,Pluripotent stem cell,hESC HUES64,hESC
SRX702067,POU5F1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702068,POU5F1,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702069,POU5F1,Pluripotent stem cell,hESC HUES64,hESC
SRX702070,ZFP42,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702071,ZFP42,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702072,ZFP42,Pluripotent stem cell,hESC HUES64,hESC
SRX702073,SALL4,Pluripotent stem cell,hESC HUES64,hESC
SRX702074,SALL4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702075,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702076,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702077,SMAD1,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702078,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702079,SMAD1,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX702080,SMAD1,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX702081,SMAD1,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX702082,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702083,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702084,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702085,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702086,SMAD1,Pluripotent stem cell,hESC HUES64,hESC
SRX702087,SMAD1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702088,SMAD2,Pluripotent stem cell,hESC HUES64,hESC
SRX702089,SMAD2,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702090,SMAD2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702091,SMAD2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702092,SMAD4,Pluripotent stem cell,hESC HUES64,hESC
SRX702093,SMAD4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702094,SMAD4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702095,SMAD4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702096,SMAD4,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702097,SMAD4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702098,SMAD4,Pluripotent stem cell,hESC HUES64,hESC
SRX702099,SNAI2,Pluripotent stem cell,hESC HUES64,hESC
SRX702100,SNAI2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702101,SOX17,Pluripotent stem cell,hESC HUES64,hESC
SRX702102,SOX17,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702103,SOX17,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702104,SOX17,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702105,SOX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702106,SOX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702107,SOX2,Pluripotent stem cell,hESC HUES64,hESC
SRX702108,SOX2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702109,SOX2,Pluripotent stem cell,hESC HUES64,hESC
SRX702110,SP1,Pluripotent stem cell,hESC HUES64,hESC
SRX702111,SP1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702112,SP1,Pluripotent stem cell,hESC HUES64,hESC
SRX702113,SRF,Pluripotent stem cell,hESC HUES64,hESC
SRX702114,SRF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702115,SRF,Pluripotent stem cell,hESC HUES64,hESC
SRX702116,SRF,Pluripotent stem cell,hESC HUES64,hESC
SRX702117,SRF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702118,SRF,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702119,SRF,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702120,STAT3,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702121,STAT3,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702122,STAT3,Pluripotent stem cell,hESC HUES64,hESC
SRX702123,T,Pluripotent stem cell,hESC HUES64,hESC
SRX702124,T,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702125,T,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702126,TAL1,Pluripotent stem cell,hESC HUES64,hESC
SRX702127,TAL1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702128,TCF4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702129,TCF4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702130,TCF4,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702131,TCF4,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702132,TCF4,Pluripotent stem cell,hESC HUES64,hESC
SRX702133,THAP11,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702134,THAP11,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702135,THAP11,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702136,THAP11,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702137,THAP11,Pluripotent stem cell,hESC HUES64,hESC
SRX702138,TRIM28,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702139,TRIM28,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702140,TRIM28,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702141,TRIM28,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702142,TRIM28,Pluripotent stem cell,hESC HUES64,hESC
SRX702147,MYC,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702148,MYC,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702149,MYC,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX702150,MYC,Pluripotent stem cell,hESC HUES64,hESC
SRX702151,MYC,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702152,HAND2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702153,HAND1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX702154,HAND1,Pluripotent stem cell,hESC HUES64,hESC
SRX702155,HAND1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX7036324,ARID1A,Pluripotent stem cell,hESC H9,hESC
SRX7086151,HNF1A,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX7135460,SOX17,Pluripotent stem cell,hESC derived hemogenic cells,hESC
SRX718108,SOX9,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX7223926,Epitope tags,Pluripotent stem cell,hESC derived neural cells,hESC
SRX7223927,CHD8,Pluripotent stem cell,hESC derived neural cells,hESC
SRX729712,OTX2,Pluripotent stem cell,hESC derived neural cells,hESC
SRX729713,OTX2,Pluripotent stem cell,hESC derived neural cells,hESC
SRX7371434,TP53,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX7371435,TP53,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX7371436,TP53,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX7371437,TP53,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX7371438,TP53,Pluripotent stem cell,hESC derived mesodermal cells,hESC
SRX7371439,TP53,Pluripotent stem cell,hESC derived mesodermal cells,hESC
SRX7371440,TP53,Pluripotent stem cell,hESC derived mesodermal cells,hESC
SRX7371441,TP53,Pluripotent stem cell,hESC derived mesodermal cells,hESC
SRX7371442,TP53,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX7371443,TP53,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX7371444,TP53,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX7371445,TP53,Pluripotent stem cell,hESC derived ectodermal cells,hESC
SRX7549659,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX7549660,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX7549661,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX7549662,TFAP2C,Pluripotent stem cell,hESC UCLA1,hESC
SRX7549663,TFAP2C,Pluripotent stem cell,hESC UCLA2,hESC
SRX7549664,TFAP2C,Pluripotent stem cell,hESC UCLA2,hESC
SRX764805,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764806,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764807,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764808,FOXA1,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764809,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764810,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764811,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX764812,FOXA2,Pluripotent stem cell,hESC derived mesendodermal cells,hESC
SRX7728608,EP300,Pluripotent stem cell,hESC H9,hESC
SRX7728609,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX7728610,TWIST1,Pluripotent stem cell,hESC derived neural crests,hESC
SRX7728611,RAD21,Pluripotent stem cell,hESC derived neural crests,hESC
SRX7728612,RAD21,Pluripotent stem cell,hESC derived neural crests,hESC
SRX7728613,CTCF,Pluripotent stem cell,hESC derived neural crests,hESC
SRX7728614,CTCF,Pluripotent stem cell,hESC derived neural crests,hESC
SRX7858886,TET1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8026053,SOX2,Pluripotent stem cell,hESC WIBR3,hESC
SRX8026055,SOX2,Pluripotent stem cell,hESC WIBR3,hESC
SRX8026058,SMARCA4,Pluripotent stem cell,hESC WIBR3,hESC
SRX8026060,SMARCA4,Pluripotent stem cell,hESC WIBR3,hESC
SRX8026062,SMARCA2,Pluripotent stem cell,hESC WIBR3,hESC
SRX8089826,FOXA1,Pluripotent stem cell,hESC derived gut tube,hESC
SRX8089827,FOXA1,Pluripotent stem cell,hESC derived gut tube,hESC
SRX8089831,FOXA1,Pluripotent stem cell,hESC derived lung cells,hESC
SRX8089832,FOXA1,Pluripotent stem cell,hESC derived lung cells,hESC
SRX8089844,FOXA1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089845,FOXA1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089846,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089847,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089849,FOXA1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089878,FOXA1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089879,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089880,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8089896,FOXA1,Pluripotent stem cell,hESC derived gut tube,hESC
SRX8089897,FOXA1,Pluripotent stem cell,hESC derived gut tube,hESC
SRX8089898,FOXA2,Pluripotent stem cell,hESC derived gut tube,hESC
SRX8089899,FOXA2,Pluripotent stem cell,hESC derived gut tube,hESC
SRX8089907,FOXA1,Pluripotent stem cell,hESC derived hepatic progenitor,hESC
SRX8089908,FOXA1,Pluripotent stem cell,hESC derived hepatic progenitor,hESC
SRX8089909,FOXA2,Pluripotent stem cell,hESC derived hepatic progenitor,hESC
SRX8089910,FOXA2,Pluripotent stem cell,hESC derived hepatic progenitor,hESC
SRX8089917,HNF4A,Pluripotent stem cell,hESC derived hepatic progenitor,hESC
SRX8089918,HNF4A,Pluripotent stem cell,hESC derived hepatic progenitor,hESC
SRX8122234,LMO2,Pluripotent stem cell,hESC H9,hESC
SRX8122235,LMO2,Pluripotent stem cell,hESC H9,hESC
SRX8122236,LDB1,Pluripotent stem cell,hESC H9,hESC
SRX8122237,LDB1,Pluripotent stem cell,hESC H9,hESC
SRX833400,LEF1,Pluripotent stem cell,hESC H1,hESC
SRX833401,LEF1,Pluripotent stem cell,hESC H1,hESC
SRX833402,CTNNB1,Pluripotent stem cell,hESC H1,hESC
SRX833403,CTNNB1,Pluripotent stem cell,hESC H1,hESC
SRX833420,NIPBL,Pluripotent stem cell,hESC H1,hESC
SRX833421,NIPBL,Pluripotent stem cell,hESC H1,hESC
SRX833422,NIPBL,Pluripotent stem cell,hESC H1,hESC
SRX833423,NIPBL,Pluripotent stem cell,hESC H1,hESC
SRX8336463,GATA4,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8336464,GATA4,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8336465,GATA6,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8336466,GATA6,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376347,PDX1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376360,FOXA1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376361,FOXA1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376362,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376363,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376366,ONECUT1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8376367,ONECUT1,Pluripotent stem cell,hESC derived pancreatic cells,hESC
SRX8401245,TCF7L2,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX8401246,TCF7L2,Pluripotent stem cell,hESC derived cardiac cells,hESC
SRX8533204,ARID1A,Pluripotent stem cell,hESC H9,hESC
SRX8736983,TCF3,Pluripotent stem cell,hESC H1,hESC
SRX8736984,TCF3,Pluripotent stem cell,hESC derived neural cells,hESC
SRX9095261,CTCF,Pluripotent stem cell,hESC H9,hESC
SRX9095263,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX9095264,CTCF,Pluripotent stem cell,hESC H9,hESC
SRX9095269,CTCF,Pluripotent stem cell,hESC derived neural crests,hESC
SRX9316453,Epitope tags,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX9316454,Epitope tags,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX9410502,RAD21,Pluripotent stem cell,hESC H9,hESC
SRX9450685,AHR,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX9450686,AHR,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX9450689,AHR,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX9450690,AHR,Pluripotent stem cell,hESC derived endodermal cells,hESC
SRX9450693,AHR,Pluripotent stem cell,hESC H9,hESC
SRX9450694,AHR,Pluripotent stem cell,hESC H9,hESC
SRX9450697,AHR,Pluripotent stem cell,hESC H9,hESC
