0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
SRX4985786	KDM6B	Blood	CD4+ T cells	NA	24083659,97.3,10.0,832	GSM3461228: JMJD3 T0 donor2; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T0																								
SRX4985787	KDM6B	Blood	CD4+ T cells	NA	37314657,97.5,10.8,1266	GSM3461229: JMJD3 T0 donor3; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T0																								
SRX4985788	KDM6B	Blood	CD4+ T cells	NA	24423147,94.5,19.0,907	GSM3461230: JMJD3 T8 donor1; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T8																								
SRX4985789	KDM6B	Blood	CD4+ T cells	NA	25540212,95.3,11.9,870	GSM3461231: JMJD3 T8 donor2; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T8																								
SRX4985790	KDM6B	Blood	CD4+ T cells	NA	25068171,94.7,17.4,854	GSM3461232: JMJD3 T8 donor3; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T8																								
SRX4985791	KDM6B	Blood	CD4+ T cells	NA	29730797,97.2,11.8,1133	GSM3461233: JMJD3 T24 donor1; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T24																								
SRX4985792	KDM6B	Blood	CD4+ T cells	NA	24317093,97.2,7.9,896	GSM3461234: JMJD3 T24 donor2; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T24																								
SRX4985793	KDM6B	Blood	CD4+ T cells	NA	22176852,95.0,14.1,864	GSM3461235: JMJD3 T24 donor3; Homo sapiens; ChIP-Seq	source_name=peripheral blood of healthy donors	cell type=naive CD4 T cells	antibody=JMJD3	time=T24																								
SRX4996447	HNRNPK	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	46290352,90.9,76.0,991	GSM3464087: HNRNPK ChIPseq rep 1; Homo sapiens; ChIP-Seq	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes	genotype=wildtype	antibody=HNRNPK (Bethyl Laboratories A300-674A)																							
SRX4996448	HNRNPK	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	48621654,98.0,29.3,1457	GSM3464088: HNRNPK ChIPseq rep 2; Homo sapiens; ChIP-Seq	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes	genotype=wildtype	antibody=HNRNPK (Bethyl Laboratories A300-674A)																							
SRX4996449	HNRNPK	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	48864155,98.3,52.3,1191	GSM3464089: HNRNPK ChIPseq rep 3; Homo sapiens; ChIP-Seq	source_name=Human epidermal keratinocyte	tissue=Neonatal foreskin	cell type=primary keratinocytes	genotype=wildtype	antibody=HNRNPK (Bethyl Laboratories A300-674A)																							
SRX5020208	SMARCA2	Neural	Neural progenitor cells	NA	15911194,95.5,5.1,267	GSM3476785: SMARCA2-WT-ChIPseq; Homo sapiens; ChIP-Seq	source_name=hNPCs	genotype/variation=wild type	antibody=SMARCA2 (Bethyl A301-015A)																									
SRX5020211	SMARCA2	Neural	Neural progenitor cells	NA	11875824,96.2,7.4,12633	GSM3476788: SMARCA2-K755R-ChIPseq; Homo sapiens; ChIP-Seq	source_name=K755R/+ hNPCs	genotype/variation=K755R/+	antibody=SMARCA2 (Bethyl A301-015A)																									
SRX5020214	SMARCA2	Neural	Neural progenitor cells	NA	14852776,97.4,6.1,7817	GSM3476791: SMARCA2-R1159Q-ChIPseq; Homo sapiens; ChIP-Seq	source_name=R1159Q/+ hNPCs	genotype/variation=R1159Q/+	antibody=SMARCA2 (Bethyl A301-015A)																									
SRX502054	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	16809950,96.6,12.2,2942	GSM1358395: Patient prostate normal tissue 1; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX502056	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	17102446,96.5,12.4,3016	GSM1358397: Patient prostate normal tissue 3; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX502058	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	19064756,92.8,37.9,2033	GSM1358399: Patient prostate normal tissue 5; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX502060	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	21241053,93.2,35.9,3157	GSM1358401: Patient prostate normal tissue 7; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX502061	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	15960321,91.5,46.3,1865	GSM1358402: Patient prostate normal tissue 8; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX502064	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	20068511,96.9,19.0,4092	GSM1358405: Patient prostate normal tissue 11; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX502068	AR	Prostate	Prostate	MeSH Description=A gland in males that surrounds the neck of the URINARY BLADDER and the URETHRA. It secretes a substance that liquefies coagulated semen. It is situated in the pelvic cavity behind the lower part of the PUBIC SYMPHYSIS, above the deep layer of the triangular ligament, and rests upon the RECTUM.	14402004,92.5,7.9,947	GSM1358409: Patient prostate normal tissue 15; Homo sapiens; ChIP-Seq	source_name=Patient prostate normal tissue	tissue=prostate normal tissue	chip antibody=AR																									
SRX503331	KSHV LANA	Others	LEC	NA	15890272,95.9,11.7,930	GSM1359491: ChIPseq LANA LEC rep1; Homo sapiens; ChIP-Seq	source_name=Dermal lymphatic endothelium	cell type=Dermal lymphatic endothelial cells	cell line=LEC	chip antibody=LANA (Advanced Biotechnologies, 13-210-100)																								
SRX503332	KSHV LANA	Others	LEC	NA	26070272,85.8,27.8,2274	GSM1359492: ChIPseq LANA LEC219 rep1; Homo sapiens; ChIP-Seq	source_name=Dermal lymphatic endothelium	cell type=Dermal lymphatic endothelial cells	infection=rKSHV.219	cell line=LEC-219	chip antibody=LANA (Advanced Biotechnologies, 13-210-100)																							
SRX503333	KSHV LANA	Others	LEC	NA	27468734,98.5,33.2,1115	GSM1359493: ChIPseq LANA LEC rep2; Homo sapiens; ChIP-Seq	source_name=Dermal lymphatic endothelium	cell type=Dermal lymphatic endothelial cells	cell line=LEC	chip antibody=LANA (Advanced Biotechnologies, 13-210-100)																								
SRX503334	KSHV LANA	Others	LEC	NA	31689977,94.5,41.0,1508	GSM1359494: ChIPseq LANA LEC219 rep2; Homo sapiens; ChIP-Seq	source_name=Dermal lymphatic endothelium	cell type=Dermal lymphatic endothelial cells	infection=rKSHV.219	cell line=LEC-219	chip antibody=LANA (Advanced Biotechnologies, 13-210-100)																							
SRX503335	KSHV LANA	Cardiovascular	BEC	NA	29268405,95.0,64.1,869	GSM1359495: ChIPseq LANA BEC; Homo sapiens; ChIP-Seq	source_name=Dermal blood endothelium	cell type=Dermal blood endothelial cells	cell line=BEC	chip antibody=LANA (Advanced Biotechnologies, 13-210-100)																								
SRX503336	KSHV LANA	Cardiovascular	BEC	NA	30957699,90.7,61.0,1098	GSM1359496: ChIPseq LANA BEC219; Homo sapiens; ChIP-Seq	source_name=Dermal blood endothelium	cell type=Dermal blood endothelial cells	infection=rKSHV.219	cell line=BEC-219	chip antibody=LANA (Advanced Biotechnologies, 13-210-100)																							
SRX5054307	FOSL2	Neural	Neural progenitor cells	NA	8231148,95.9,12.0,5247	GSM3486202: FOSL2-WT-ChIPseq; Homo sapiens; ChIP-Seq	source_name=hNPCs	genotype/variation=wild type	antibody=FOSL2 (Cell signaling Technology 19967)																									
SRX5054308	FOSL2	Neural	Neural progenitor cells	NA	6052999,98.4,8.9,38255	GSM3486203: FOSL2-K755R-ChIPseq; Homo sapiens; ChIP-Seq	source_name=K755R/+ hNPCs	genotype/variation=K755R/+	antibody=FOSL2 (Cell signaling Technology 19967)																									
SRX5054309	FOSL2	Neural	Neural progenitor cells	NA	8368471,98.8,9.5,47062	GSM3486204: FOSL2-R1159Q-ChIPseq; Homo sapiens; ChIP-Seq	source_name=R1159Q/+ hNPCs	genotype/variation=R1159Q/+	antibody=FOSL2 (Cell signaling Technology 19967)																									
SRX5075168	SMARCA4	Neural	Neural progenitor cells	NA	32554807,98.9,15.8,59027	GSM3494631: SMARCA4-WT-rep1-ChIPseq; Homo sapiens; ChIP-Seq	source_name=hNPCs	genotype/variation=wild type	treatment=none	shRNA=none	antibody source=Abcam ab110641																							
SRX5075169	SMARCA4	Neural	Neural progenitor cells	NA	23642560,98.5,10.6,64014	GSM3494632: SMARCA4-K755R-rep1-ChIPseq; Homo sapiens; ChIP-Seq	source_name=K755R/+ hNPCs	genotype/variation=K755R/+	treatment=none	shRNA=none	antibody source=Abcam ab110641																							
SRX5075170	SMARCA4	Neural	Neural progenitor cells	NA	29099985,98.7,16.2,81313	GSM3494633: SMARCA4-R1159Q-rep1-ChIPseq; Homo sapiens; ChIP-Seq	source_name=R1159Q/+ hNPCs	genotype/variation=R1159Q/+	treatment=none	shRNA=none	antibody source=Abcam ab110641																							
SRX5075174	SMARCA4	Neural	Neural progenitor cells	NA	34356591,98.8,10.9,64358	GSM3494637: SMARCA4-WT-rep2-ChIPseq; Homo sapiens; ChIP-Seq	source_name=hNPCs	genotype/variation=wild type	treatment=none	shRNA=none	antibody source=Abcam ab110641																							
SRX5075175	SMARCA4	Neural	Neural progenitor cells	NA	27149998,98.6,30.6,52093	GSM3494638: SMARCA4-K755R-rep2-ChIPseq; Homo sapiens; ChIP-Seq	source_name=K755R/+ hNPCs	genotype/variation=K755R/+	treatment=none	shRNA=none	antibody source=Abcam ab110641																							
SRX5075176	SMARCA4	Neural	Neural progenitor cells	NA	30090369,98.7,11.2,78248	GSM3494639: SMARCA4-R1159Q-rep2-ChIPseq; Homo sapiens; ChIP-Seq	source_name=R1159Q/+ hNPCs	genotype/variation=R1159Q/+	treatment=none	shRNA=none	antibody source=Abcam ab110641																							
SRX5075180	SMARCA2	Neural	Neural progenitor cells	NA	21507324,97.4,5.3,340	GSM3494643: SMARCA2-WT-rep2-ChIPseq; Homo sapiens; ChIP-Seq	source_name=hNPCs	genotype/variation=wild type	treatment=none	shRNA=none	antibody source=Abcam ab15597																							
SRX5075181	SMARCA2	Neural	Neural progenitor cells	NA	16194401,96.0,5.7,5190	GSM3494644: SMARCA2-K755R-rep2-ChIPseq; Homo sapiens; ChIP-Seq	source_name=K755R/+ hNPCs	genotype/variation=K755R/+	treatment=none	shRNA=none	antibody source=Abcam ab15597																							
SRX5075182	SMARCA2	Neural	Neural progenitor cells	NA	20330547,97.4,5.2,3103	GSM3494645: SMARCA2-R1159Q-rep2-ChIPseq; Homo sapiens; ChIP-Seq	source_name=R1159Q/+ hNPCs	genotype/variation=R1159Q/+	treatment=none	shRNA=none	antibody source=Abcam ab15597																							
SRX5088243	NCOA2	Uterus	Endometrial stromal cells	NA	35761720,90.5,76.0,543	GSM3498601: HESC SRC-2/NCOA2 ChIP-seq; Homo sapiens; ChIP-Seq	source_name=human endometrial stromal cells (hESCs)	cell type=endometrial stromal cells	treatment=10nM beta-estradiol, 100nM medroxyprogesterone acetate, and 1mM cAMP	antibody=SRC-2/NCOA2 (Bethyl A300-346A)																								
SRX5090166	CTCF	Cardiovascular	Myocytes, Cardiac	MeSH Description=Striated muscle cells found in the heart. They are derived from cardiac myoblasts (MYOBLASTS, CARDIAC).	30507271,98.2,8.3,39828	GSM3498411: ChIP-seq from cardiac muscle cell (ENCLB138FBA); Homo sapiens; ChIP-Seq	age=unknown	dev stage=fetal	donor ID=ENCDO924HBJ	cell type=cardiac muscle cell	sex=not collected	sample type=in vitro differentiated cells	lab=John Stamatoyannopoulos, UW																					
SRX5095870	SPI1	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	15696736,96.2,17.9,677	GSM3501450: Hs PU1 moDC ST ChIPSeq; Homo sapiens; ChIP-Seq	source_name=human inflammatory DC immature	culture type=monocyte derived DC	cell type=dendritic cells (DC)	treatment and collection date=no LPS added, collection day 10	culture conditions=GM-CSF + IL4	antibody=PU.1 (T-21, Santa Cruz)																						
SRX5095871	SPI1	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	18576938,92.1,55.4,9636	GSM3501451: Hs PU1 moDC LPS ChIPSeq; Homo sapiens; ChIP-Seq	source_name=human inflammatory DC LPS stimulated	culture type=monocyte derived DC	cell type=dendritic cells (DC)	treatment and collection date=LPS added at day 7, collection day 10	culture conditions=GM-CSF + IL4	antibody=PU.1 (T-21, Santa Cruz)																						
SRX5099498	STAT3	Blood	Naive B cells	NA	26721316,96.8,18.6,7425	GSM3502667: STAT3CHIP-IGMNB; Homo sapiens; ChIP-Seq	source_name=Naïve B cell stimulated by α-IgM 10ug/ml for 24hrs	antibody=STAT3	agent=alpha-IgM	cell type=Naive B cell																								
SRX5099499	STAT3	Blood	Naive B cells	NA	22434983,98.0,3.2,663	GSM3502668: STAT3INPUT-IGMNB; Homo sapiens; ChIP-Seq	source_name=Naïve B cell stimulated by α-IgM 10ug/ml for 24hrs	antibody=STAT3	agent=alpha-IgM	cell type=Naive B cell																								
SRX5126616	CTCF	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	53984042,76.2,32.8,4724	GSM3509948: mutant1 day0 CTCF ChIP-Seq; Homo sapiens; ChIP-Seq	source_name=keratinocytes	cell line=R204W	Stage=day0 (proliferation)	antibody=CTCF antibody (Millipore #07-729)																								
SRX5126619	CTCF	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	34355721,89.6,21.5,5821	GSM3509951: mutant2 day0 CTCF ChIP-Seq; Homo sapiens; ChIP-Seq	source_name=keratinocytes	cell line=R304W	Stage=day0 (proliferation)	antibody=CTCF antibody (Millipore #07-729)																								
SRX5138659	ETV2	Epidermis	Dermal fibroblast	NA	21903772,78.6,45.4,1398	GSM3516723: ChIP-seq HA CTL -Dox; Homo sapiens; ChIP-Seq	source_name=hDFs transduced with rtTA and tet-HA-ETV2	cell type=induced endothelial cells	stimulation=without doxycycline, day 7	chip antibody=anti-HA (901501, BioLegend)																								
SRX5138661	ETV2	Epidermis	Dermal fibroblast	NA	21529976,82.2,38.4,3178	GSM3516725: ChIP-seq HA Veh +Dox; Homo sapiens; ChIP-Seq	source_name=hDFs transduced with rtTA and tet-HA-ETV2	cell type=induced endothelial cells	stimulation=with doxycycline and DMSO, day 7	chip antibody=anti-HA (901501, BioLegend)																								
SRX514837	TP63	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	27212726,72.5,15.2,25111	GSM1366686: TP63 Untreated replicate 1; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p63(4A4)	agent=none																									
SRX514838	TP63	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	17995434,69.0,6.7,2639	GSM1366687: TP63 Adriamycin replicate 1; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p63(4A4)	agent=350nM Adrimycin																									
SRX514839	TP63	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	19685348,60.7,11.2,14066	GSM1366688: TP63 Cisplatin replicate 1; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p63(4A4)	agent=25uM Cisplatin																									
SRX514840	TP53	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	20800307,68.0,10.3,1819	GSM1366689: TP53 Untreated replicate 1; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p53(DO1)	agent=none																									
SRX514841	TP53	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	20003933,85.0,5.4,3753	GSM1366690: TP53 Adriamycin replicate 1; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p53(DO1)	agent=350nM Adrimycin																									
SRX514842	TP53	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	18446489,72.5,10.0,6484	GSM1366691: TP53 Cisplating replicate 1; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p53(DO1)	agent=25uM Cisplatin																									
SRX514843	TP63	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	40212911,31.2,23.9,13549	GSM1366692: TP63 Untreated replicate 2; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p63(4A4)	agent=none																									
SRX514844	TP63	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	25735473,68.9,18.8,1380	GSM1366693: TP63 Adriamycin replicate 2; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p63(4A4)	agent=350nM Adrimycin																									
SRX514845	TP63	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	24647601,56.2,28.9,18076	GSM1366694: TP63 Cisplatin replicate 2; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p63(4A4)	agent=25uM Cisplatin																									
SRX514846	TP53	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	9379974,65.3,15.3,1904	GSM1366695: TP53 Untreated replicate 2; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p53(DO1)	agent=none																									
SRX514847	TP53	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	23837062,87.8,11.6,6062	GSM1366696: TP53 Adriamycin replicate 2; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p53(DO1)	agent=350nM Adrimycin																									
SRX514848	TP53	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	39970138,61.5,21.6,10778	GSM1366697: TP53 Cisplating replicate 2; Homo sapiens; ChIP-Seq	source_name=Human neonatal foreskin keratinocytes	chip antibody=p53(DO1)	agent=25uM Cisplatin																									
SRX5167211	CHD4	Blood	Bone marrow nuclear cells	NA	37314123,98.4,48.6,1197	GSM3521650: AML patient 1 CHD4 ChIPSeq; Homo sapiens; ChIP-Seq	source_name=AML patient 1 bone marrow nuclear cells	tissue=Bone marrow	chip antibody=CHD4 (Abcam, Cat. ab70469, Clone: 3F2/4)	cell type=bone marrow nuclear cells	disease state=acute myeloid leukemia																							
SRX5167212	KDM6A	Blood	Bone marrow nuclear cells	NA	31096139,98.5,37.1,1062	GSM3521651: AML patient 1 KDM6A ChIPSeq; Homo sapiens; ChIP-Seq	source_name=AML patient 1 bone marrow nuclear cells	tissue=Bone marrow	chip antibody=KDM6A (Bethyl Laboratories, Cat. A302-374A)	cell type=bone marrow nuclear cells	disease state=acute myeloid leukemia																							
SRX5167217	CHD4	Blood	Nuclear cells	NA	27759303,98.4,53.0,1023	GSM3521656: Normal CHD4 ChIPSeq; Homo sapiens; ChIP-Seq	source_name=Normal peripheral blood nuclear cells	tissue=Peripheral blood	chip antibody=CHD4 (Abcam, Cat. ab70469, Clone: 3F2/4)	cell type=peripheral blood nuclear cells	disease state=normal																							
SRX5167218	KDM6A	Blood	Nuclear cells	NA	30134088,98.3,79.6,678	GSM3521657: Normal KDM6A ChIPSeq; Homo sapiens; ChIP-Seq	source_name=Normal peripheral blood nuclear cells	tissue=Peripheral blood	chip antibody=KDM6A (Bethyl Laboratories, Cat. A302-374A)	cell type=peripheral blood nuclear cells	disease state=normal																							
SRX5169134	GATA2	Blood	Erythroid progenitors	NA	24418097,90.3,12.9,1396	GSM3523236: ChIP-seq GATA2 EProg; Homo sapiens; ChIP-Seq	source_name=erythroid progenitors (E-Prog)	cell type=human HSPC-derived early erythroid progenitors	tissue=Human umbilical cord blood	antibody=GATA2 (sc-9008, Santa Cruz Biotechnology)																								
SRX5169135	GATA1	Blood	Erythroid progenitors	NA	24757963,91.4,24.5,9759	GSM3523237: ChIP-seq GATA1 EProg; Homo sapiens; ChIP-Seq	source_name=erythroid progenitors (E-Prog)	cell type=human HSPC-derived early erythroid progenitors	tissue=Human umbilical cord blood	antibody=GATA1 (ab11852, Abcam)																								
SRX5169142	GATA2	Blood	Erythroid Precursor Cells	MeSH Description=The cells in the erythroid series derived from MYELOID PROGENITOR CELLS or from the bi-potential MEGAKARYOCYTE-ERYTHROID PROGENITOR CELLS which eventually give rise to mature RED BLOOD CELLS. The erythroid progenitor cells develop in two phases: erythroid burst-forming units (BFU-E) followed by erythroid colony-forming units (CFU-E); BFU-E differentiate into CFU-E on stimulation by ERYTHROPOIETIN, and then further differentiate into ERYTHROBLASTS when stimulated by other factors.	22881150,90.7,11.9,775	GSM3523243: ChIP-seq GATA2 EPrec; Homo sapiens; ChIP-Seq	source_name=erythroid precursors (E-Prec)	cell type=human HSPC-derived late erythroid precursors	tissue=Human umbilical cord blood	antibody=GATA2 (sc-9008, Santa Cruz Biotechnology)																								
SRX5169143	GATA1	Blood	Erythroid Precursor Cells	MeSH Description=The cells in the erythroid series derived from MYELOID PROGENITOR CELLS or from the bi-potential MEGAKARYOCYTE-ERYTHROID PROGENITOR CELLS which eventually give rise to mature RED BLOOD CELLS. The erythroid progenitor cells develop in two phases: erythroid burst-forming units (BFU-E) followed by erythroid colony-forming units (CFU-E); BFU-E differentiate into CFU-E on stimulation by ERYTHROPOIETIN, and then further differentiate into ERYTHROBLASTS when stimulated by other factors.	26741303,96.4,4.0,5312	GSM3523244: ChIP-seq GATA1 EPrec; Homo sapiens; ChIP-Seq	source_name=erythroid precursors (E-Prec)	cell type=human HSPC-derived late erythroid precursors	tissue=Human umbilical cord blood	antibody=GATA1 (ab11852, Abcam)																								
SRX5182324	FMR1	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	33961180,75.3,0.7,4812	GSM3532109: NM FMRP ChIP; Homo sapiens; ChIP-Seq	source_name=EBV-transformed lymphoblasts from normal individual	biomaterial_provider=Coriell; https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM06990	cell line=GM06990	treatment=Untreated	chip antibody=anti-FMRP antibody (Covance, now Biolegend, Cat#MMS-5231)																							
