0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
SRX5356998	Myc	Blood	Naive B cells	source_name=Myc_WT_primary B-cells	strain background=C57BL/6	genotype/variation=WT	age=7-10 weeks	tissue=spleen	cell type=primary naive mouse B-cells	treatment=LPS (50 ug/ml) 2h																				
SRX5356999	Myc	Blood	Naive B cells	source_name=Myc_WT_primary B-cells	strain background=C57BL/6	genotype/variation=WT	age=7-10 weeks	tissue=spleen	cell type=primary naive mouse B-cells	treatment=LPS (50 ug/ml) 4h																				
SRX5357000	Myc	Blood	Naive B cells	source_name=Myc_WT_primary B-cells	strain background=C57BL/6	genotype/variation=WT	age=7-10 weeks	tissue=spleen	cell type=primary naive mouse B-cells	treatment=LPS (50 ug/ml) 8h																				
SRX5358480	Ikzf1	Blood	Pro-B cells	source_name=230-238 murine PreB celline	cell line background=Abelson transformed PreB cell-line	genotype/variation=NA	cell type=PreB	"cuture protocol=Cultured in RPMI1640 + UltraGlutamine +10percent FBS, 20mM HEPES, 50ug/ml Gentamicin and 50uM beta-ME."																						
SRX5358482	Runx1	Blood	Pro-B cells	source_name=230-238 murine PreB celline	cell line background=Abelson transformed PreB cell-line	genotype/variation=NA	cell type=PreB	"cuture protocol=Cultured in RPMI1640 + UltraGlutamine +10percent FBS, 20mM HEPES, 50ug/ml Gentamicin and 50uM beta-ME."																						
SRX5358483	Pax5	Blood	Pro-B cells	source_name=230-238 murine PreB celline	cell line background=Abelson transformed PreB cell-line	genotype/variation=NA	cell type=PreB	"cuture protocol=Cultured in RPMI1640 + UltraGlutamine +10percent FBS, 20mM HEPES, 50ug/ml Gentamicin and 50uM beta-ME."																						
SRX5358485	Ikzf1	Blood	Pro-B cells	source_name=Wt FL	strain background=C57BL6/J	genotype/variation=Wild type	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5358487	Pax5	Blood	Pro-B cells	source_name=Wt FL	strain background=C57BL6/J	genotype/variation=Wild type	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5358488	Runx1	Blood	Pro-B cells	source_name=Wt FL	strain background=C57BL6/J	genotype/variation=Wild type	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5358490	Ikzf1	Blood	Pro-B cells	source_name=Pax5-/- FL	strain background=C57BL6/J	genotype/variation=Pax5 knock out	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5358492	Runx1	Blood	Pro-B cells	source_name=Pax5-/- FL	strain background=C57BL6/J	genotype/variation=Pax5 knock out	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5358494	Ikzf1	Blood	Pro-B cells	source_name=Ebf1-/- FL	strain background=C57BL6/J	genotype/variation=Ebf1 knock out	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5358496	Runx1	Blood	Pro-B cells	source_name=Ebf1-/- FL	strain background=C57BL6/J	genotype/variation=Ebf1 knock out	cell type=ProB	"cuture protocol=Cultured in Optimem +10percent FBS, 25mM HEPES, 50microg/ml Gentamicin, 50microM beta-mercaptoethanol FL, KL, IL7 on OP9"																						
SRX5367841	Dmc1	Gonad	Testis	source_name=Mouse testis	strain=C57BL/6JCrl	tissue=whole-testis	age=adult																							
SRX5367842	Dmc1	Gonad	Testis	source_name=Mouse testis	strain=C57BL/6JCrl	tissue=whole-testis	age=adult																							
SRX5367843	Dmc1	Gonad	Testis	source_name=Mouse testis	strain=Ankrd31 tm1Atot	tissue=whole-testis	age=adult																							
SRX5367844	Dmc1	Gonad	Testis	source_name=Mouse testis	strain=Ankrd31 tm1Atot	tissue=whole-testis	age=adult																							
SRX5374965	Creb1	Pancreas	Islets of Langerhans	source_name=CREB_ChIPseq	cell type=cultured mouse primary pancreatic islets																									
SRX5374966	Creb1	Pancreas	Islets of Langerhans	source_name=CREB_ChIPseq	cell type=cultured mouse primary pancreatic islets	sample treatment=1 hour 10 uM forskolin																								
SRX5374967	Crtc2	Pancreas	Islets of Langerhans	source_name=CRTC2_ChIPseq	cell type=cultured mouse primary pancreatic islets																									
SRX5374968	Crtc2	Pancreas	Islets of Langerhans	source_name=CRTC2_ChIPseq	cell type=cultured mouse primary pancreatic islets	sample treatment=1 hour 10 uM forskolin																								
SRX5374973	Creb1	Liver	Hepatocytes	source_name=CREB_ChIPseq	cell type=cultured mouse primary hepatocytes																									
SRX5374974	Creb1	Liver	Hepatocytes	source_name=CREB_ChIPseq	cell type=cultured mouse primary hepatocytes	sample treatment=1 hour 10 uM forskolin																								
SRX5374975	Crtc2	Liver	Hepatocytes	source_name=CRTC2_ChIPseq	cell type=cultured mouse primary hepatocytes																									
SRX5374976	Crtc2	Liver	Hepatocytes	source_name=CRTC2_ChIPseq	cell type=cultured mouse primary hepatocytes	sample treatment=1 hour 10 uM forskolin																								
SRX5379415	Qk	Neural	Oligodendrocytes	source_name=differentiated oligodendrocyte	strain=FvB/C57BL6 hybrid	cell type=differentiated oligodendrocyte from neural stem cell with ectopic expression of PPARb	passages=7																							
SRX5379416	Ppard	Neural	Oligodendrocytes	source_name=differentiated oligodendrocyte	strain=FvB/C57BL6 hybrid	cell type=differentiated oligodendrocyte from neural stem cell with ectopic expression of PPARb	passages=7																							
SRX5379420	Qk	Neural	Oligodendrocytes	source_name=oligodendrocyte	strain=C57BL6	cell type=oligodendrocyte freshly isolated from mouse brain	passages=0																							
SRX5379421	Ppard	Neural	Oligodendrocytes	source_name=oligodendrocyte	strain=C57BL6	cell type=oligodendrocyte freshly isolated from mouse brain	passages=0																							
SRX5392709	Ikzf1	Blood	Pre-B cells	source_name=cultured pre-B cell	strain=C57BL/6	tissue=bone marrow	genotype=Ikzf3+/+																							
SRX5392710	Ikzf1	Blood	Pre-B cells	source_name=cultured pre-B cell	strain=C57BL/6	tissue=bone marrow	genotype=Ikzf3m/m																							
SRX5392711	Ikzf3	Blood	Pre-B cells	source_name=cultured pre-B cell	strain=C57BL/6	tissue=bone marrow	genotype=Ikzf3+/+																							
SRX5392712	Ikzf3	Blood	Pre-B cells	source_name=cultured pre-B cell	strain=C57BL/6	tissue=bone marrow	genotype=Ikzf3m/m																							
SRX5392715	Ikzf1	Blood	Thymocytes	source_name=thymocyte	strain=C57BL/6	tissue=thymus	genotype=Ikzf3+/+																							
SRX5392716	Ikzf1	Blood	Thymocytes	source_name=thymocyte	strain=C57BL/6	tissue=thymus	genotype=Ikzf3m/m																							
SRX5392717	Ikzf3	Blood	Thymocytes	source_name=thymocyte	strain=C57BL/6	tissue=thymus	genotype=Ikzf3+/+																							
SRX5392718	Ikzf3	Blood	Thymocytes	source_name=thymocyte	strain=C57BL/6	tissue=thymus	genotype=Ikzf3m/m																							
SRX5396194	Irf4	Blood	Lymph Nodes	source_name=spleens and lymph nodes	strain=C57BL/6	genotype=Bach2-/-																								
SRX5396196	Bach2	Blood	Lymph Nodes	source_name=spleens and lymph nodes	strain=C57BL/6	genotype=Wildtype																								
SRX5396197	Bach2	Blood	Lymph Nodes	source_name=spleens and lymph nodes	strain=C57BL/6	genotype=Wildtype																								
SRX5396198	Irf4	Blood	Lymph Nodes	source_name=spleens and lymph nodes	strain=C57BL/6	genotype=Wildtype																								
SRX5396201	Irf4	Blood	Lymph Nodes	source_name=spleens and lymph nodes	strain=C57BL/6	genotype=Wildtype																								
SRX5396202	Irf4	Blood	Lymph Nodes	source_name=spleens and lymph nodes	strain=C57BL/6	genotype=Bach2-/-																								
SRX540238	Foxa2	Liver	Liver	source_name=Liver	background strain=C3H	tissue=liver	developmental stage=adult	replicate=1																						
SRX540239	Foxa2	Liver	Liver	source_name=Liver	background strain=C3H	tissue=liver	developmental stage=adult	replicate=2																						
SRX540699	Spi1	Blood	Multipotent progenitors	source_name=Multipotent progenitor (MPP)	cell type=Multipotent progenitor (MPP)																									
SRX540700	Spi1	Blood	Common dendritic cell progenitor	source_name=Common dendritic cell progenitor (CDP)	cell type=Common dendritic cell progenitor (CDP)																									
SRX540701	Spi1	Blood	Dendritic Cells	source_name=Classical dendritic cell (cDC)	cell type=Classical dendritic cell (cDC)																									
SRX540702	Spi1	Blood	Plasmacytoid dendritic cells	source_name=Plasmacytoid dendritic cell (pDC)	cell type=Plasmacytoid dendritic cell (pDC)																									
SRX5426650	Nfib	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=wild-type	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426651	Nfib	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=wild-type	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426658	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426659	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426662	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS2	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426663	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS2	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426666	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS4	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426667	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS4	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426670	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-2	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426671	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-2	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426672	Nr3c1	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-2	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426673	Nr3c1	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-2	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426676	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-4	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426677	Stat5a	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-4	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426678	Nr3c1	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-4	Stage=Lactation day 1	tissue=Mammary gland																						
SRX5426679	Nr3c1	Breast	Mammary glands	source_name=Mammary gland	strain/background=C57BL/6	genotype/variation=Enhancer-delS1-4	Stage=Lactation day 1	tissue=Mammary gland																						
SRX543048	Zbtb17	Blood	P6D4	source_name=P6D4 ChIP-Seq Miz1	cell line=P6D4	cell type=SCID.adh murine thymic lymphoma	development stage=DN3																							
SRX5446924	Ctbp2	Liver	Liver	source_name=liver	strain=C57Bl6/J	age=16 weeks	tissue=liver																							
SRX547082	Tbp	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=wild type																						
SRX547083	Tbp	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=Taf4-/-																						
SRX547086	Gtf2b	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=wild type																						
SRX547087	Gtf2b	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=Taf4-/-																						
SRX547088	Gtf2e2	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=wild type																						
SRX547089	Gtf2e2	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=Taf4-/-																						
SRX547090	Taf3	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=wild type																						
SRX547091	Taf3	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=Taf4-/-																						
SRX547094	Hnf4a	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=wild type																						
SRX547095	Hnf4a	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=Taf4-/-																						
SRX547096	Ctcf	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=wild type																						
SRX547097	Ctcf	Liver	Liver	source_name=P12_Liver	tissue=liver	strain=C57BL/6	age=post natal day 12	genotype=Taf4-/-																						
SRX547098	Hnf4a	Liver	Liver	source_name=E18_Liver	tissue=liver	strain=C57BL/6	age=embryonic day 18.5	genotype=wild type																						
SRX5491871	Ctcf	Neural	Cerebellar Vermis	source_name=anterior dorsal cerebellar vermis	genotype=Ai32 fl/fl	developmental stage=6-8 weeks	tissue=cerebellum	behavior=homecage																						
SRX5491872	Ctcf	Neural	Cerebellar Vermis	source_name=anterior dorsal cerebellar vermis	genotype=Atoh1-CRE; Ai32 fl/fl	developmental stage=6-8 weeks	tissue=cerebellum	behavior=homecage																						
SRX5491875	Ctcf	Neural	Cerebellar Vermis	source_name=anterior dorsal cerebellar vermis	genotype=Atoh1-CRE; Ai32 fl/fl	developmental stage=6-8 weeks	tissue=cerebellum	behavior=optogenetic stimulation																						
SRX5491876	Ctcf	Neural	Cerebellar Vermis	source_name=anterior dorsal cerebellar vermis	genotype=Atoh1-CRE; Ai32 fl/fl	developmental stage=6-8 weeks	tissue=cerebellum	behavior=optogenetic stimulation																						
SRX5491879	Rad21	Neural	Cerebellar Vermis	source_name=anterior dorsal cerebellar vermis	genotype=Ai32 fl/fl	developmental stage=6-8 weeks	tissue=cerebellum	behavior=homecage																						
SRX5491880	Rad21	Neural	Cerebellar Vermis	source_name=anterior dorsal cerebellar vermis	genotype=Atoh1-CRE; Ai32 fl/fl	developmental stage=6-8 weeks	tissue=cerebellum	behavior=optogenetic stimulation																						
SRX5507840	Irf8	Blood	Spleen and lymph nodes	source_name=Spleen and lymph nodes	strain=C57BL/6																									
SRX5507841	Irf8	Blood	Spleen and lymph nodes	source_name=Spleen and lymph nodes	strain=C57BL/6																									
SRX5507842	Spi1	Blood	Spleen and lymph nodes	source_name=Spleen and lymph nodes	strain=C57BL/6																									
SRX5507843	Spi1	Blood	Spleen and lymph nodes	source_name=Spleen and lymph nodes	strain=C57BL/6																									
SRX5509061	Yy1	Neural	Cortical neuron	source_name=Cortical neurons	strain=C57BL/6	age=E16.5 with 7DIV culture	gender=male and female	genotype=WT																						
SRX5509062	Yy1	Neural	Cortical neuron	source_name=Cortical neurons	strain=C57BL/6	age=E16.5 with 7DIV culture	gender=male and female	genotype=WT																						
SRX551542	Rbfox2	Cardiovascular	Heart	source_name=WT mouse hearts	strain background=Black Swiss	genotype/variation=wild type	age=9 weeks	tissue=heart																						
SRX551544	Suz12	Cardiovascular	Heart	source_name=WT mouse hearts	strain background=Black Swiss	genotype/variation=wild type	age=9 weeks	tissue=heart																						
SRX5543268	Hdac3	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU																							
SRX5543269	Hdac3	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU_T3																							
SRX5543270	Hdac3	Liver	Liver	source_name=liver	tissue=liver	genotype=L-NCORdeltaID	treatment=PTU																							
SRX5543271	Hdac3	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU																							
SRX5543272	Hdac3	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU_T3																							
SRX5543273	Hdac3	Liver	Liver	source_name=liver	tissue=liver	genotype=L-NCORdeltaID	treatment=PTU																							
SRX5543274	Med1	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU																							
SRX5543275	Med1	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU_T3																							
SRX5543276	Ncor1	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU																							
SRX5543277	Ncor1	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU_T3																							
SRX5543278	Crebbp	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU																							
SRX5543279	Crebbp	Liver	Liver	source_name=liver	tissue=liver	genotype=WT	treatment=PTU_T3																							
SRX554972	Tfap4	Blood	CD8+ T cells	source_name=In vitro activated CD8 T cells	strain=C57BL/6	cell type=CD8+ T cells	antibody source=in house																							
SRX554973	Myc	Blood	CD8+ T cells	source_name=In vitro activated CD8 T cells	strain=C57BL/6	cell type=CD8+ T cells	antibody source=Santa Cruz	catalog number=sc-764																						
SRX555532	Nucks1	Liver	Hepatocytes	source_name=mouse primary hepatocyte	cell type=mouse primary hepatocyte	strain=C57BL/6																								
SRX5558176	Mbd2	Neural	Hippocampus	source_name=Hippocampus	strain=C57BL/6	age=10-12 weeks	tissue=Hippocampus																							
SRX5598384	Sox6	Bone	Chondrocytes	source_name=Primary rib chondrocytes	strain=ICR	age=P1	tissue=rib	cell type=Primary rib chondrocytes																						
SRX5647947	Tcf7l2	Adipocyte	Preadiocytes	source_name=immotalized differentiated preadipocytes	cell type=immortalized primary preadiocytes	genotype=Tcf7l2 KO	passages=10-13	strain=C57BL/6																						
SRX5647948	Tcf7l2	Adipocyte	Preadiocytes	source_name=immotalized differentiated preadipocytes	cell type=immortalized primary preadiocytes	genotype=Tcf7l2 KO	passages=10-13	strain=C57BL/6																						
SRX5647950	Tcf7l2	Adipocyte	Preadiocytes	source_name=immotalized differentiated preadipocytes	cell type=immortalized primary preadiocytes	genotype=WT	passages=10-13	strain=C57BL/6																						
SRX5647951	Tcf7l2	Adipocyte	Preadiocytes	source_name=immotalized differentiated preadipocytes	cell type=immortalized primary preadiocytes	genotype=WT	passages=10-13	strain=C57BL/6																						
SRX5664988	Mafg	Neural	Astrocytes	source_name=Naive_IP_astrocytes	strain=C57BL/6	genotype/variation=wild type	sample group=naïve	cell type=Flow cytometry sorted astrocytes																						
SRX5664989	Mafg	Neural	Astrocytes	source_name=Naive_IP_astrocytes	strain=C57BL/6	genotype/variation=wild type	sample group=naïve	cell type=Flow cytometry sorted astrocytes																						
SRX5664990	Mafg	Neural	Astrocytes	source_name=Naive_IP_astrocytes	strain=C57BL/6	genotype/variation=wild type	sample group=naïve	cell type=Flow cytometry sorted astrocytes																						
SRX5664991	Mafg	Neural	Astrocytes	source_name=EAE_IP_astrocytes	strain=C57BL/6	genotype/variation=wild type	sample group=experimental autoimmune encephalomyelitis (EAE)	cell type=Flow cytometry sorted astrocytes																						
SRX5664992	Mafg	Neural	Astrocytes	source_name=EAE_IP_astrocytes	strain=C57BL/6	genotype/variation=wild type	sample group=experimental autoimmune encephalomyelitis (EAE)	cell type=Flow cytometry sorted astrocytes																						
SRX5664993	Mafg	Neural	Astrocytes	source_name=EAE_IP_astrocytes	strain=C57BL/6	genotype/variation=wild type	sample group=experimental autoimmune encephalomyelitis (EAE)	cell type=Flow cytometry sorted astrocytes																						
SRX5667625	Ttf1	Lung	Lung tissue	source_name=Lung tissue	genotype=Wildtype																									
SRX5667626	Ttf1	Lung	Lung tissue	source_name=Lung tissue	genotype=Wildtype																									
SRX5667627	Ttf1	Lung	Lung tissue	source_name=Lung tissue	genotype=Wildtype																									
SRX5667628	Ttf1	Lung	Lung tissue	source_name=Lung tissue	genotype=Wildtype																									
SRX5689481	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=none																						
SRX5689482	Smarca4	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=none																						
SRX5689483	Brd9	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=none																						
SRX5689484	Phf10	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=none																						
SRX5689486	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=DMSO	guide rna=none																						
SRX5689487	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=2.5 uM dBRD9	guide rna=none																						
SRX5689489	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=sgNT																						
SRX5689492	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=sgFoxp3																						
SRX5689495	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=sgBrd9																						
SRX5689498	Foxp3	Blood	nTreg	source_name=nTregs isolated from Foxp3Thy1.1/Rosa-Cas9 mice	genotype/variation=Foxp3Thy1.1/Rosa-Cas9	cell type=nTregs	treatment=none	guide rna=sgPbrm																						
SRX5689514	Esr1	Breast	Mammary glands	source_name=WT mammary glands treated with E2h	strain=BALB/c	tissue=Mammary gland	age=6 weeks	genotype=WT																						
SRX5689515	Esr1	Breast	Mammary glands	source_name=WT mammary glands treated with E2h	strain=BALB/c	tissue=Mammary gland	age=6 weeks	genotype=WT																						
SRX5713444	Dmc1	Gonad	Testis	source_name=Testis	strain=C57BL/6J	age=Adult	genotype=wild-type	tissue=Testis	sequencing technique=ChIP-Single Stranded DNA Sequencing (SSDS)																					
SRX5713445	Dmc1	Gonad	Testis	source_name=Testis	strain=PWD/Ph	age=Adult	genotype=wild-type	tissue=Testis	sequencing technique=ChIP-Single Stranded DNA Sequencing (SSDS)																					
SRX5713546	Kmt2d	Adipocyte	Brown preadipocytes	source_name=Brown preadipocyte cell	cell type=BAT isolated brown preadipocytes	stage of adipogenesis=preadipocytes																								
SRX5713547	Kmt2d	Adipocyte	Brown preadipocytes	source_name=Brown preadipocyte cell	cell type=BAT isolated brown preadipocytes	stage of adipogenesis=preadipocytes																								
SRX5713552	Kmt2d	Adipocyte	Brown preadipocytes	source_name=Brown preadipocyte cell	cell type=BAT isolated brown preadipocytes	stage of adipogenesis=preadipocytes																								
SRX5713554	Kmt2d	Adipocyte	Brown preadipocytes	source_name=Brown preadipocyte cell	cell type=BAT isolated brown preadipocytes	stage of adipogenesis=preadipocytes																								
SRX5730166	Nipbl	Blood	B cells	source_name=Splenic mature B cells	cell type=AID-deficient Splenic mature B cells	passages=0 (primary mature splenic B cells)	strain=C57BL/6	treatment=without stimulation																						
SRX5730167	Nipbl	Blood	B cells	source_name=Splenic mature B cells	cell type=AID-deficient Splenic mature B cells	passages=0 (primary mature splenic B cells)	strain=C57BL/6	treatment=with aCD40/IL4 stimulation																						
SRX5730168	Nipbl	Blood	B cells	source_name=Splenic mature B cells	cell type=AID-deficient Splenic mature B cells	passages=0 (primary mature splenic B cells)	strain=C57BL/6	treatment=without stimulation																						
SRX5730169	Nipbl	Blood	B cells	source_name=Splenic mature B cells	cell type=AID-deficient Splenic mature B cells	passages=0 (primary mature splenic B cells)	strain=C57BL/6	treatment=with aCD40/IL4 stimulation																						
SRX5730170	Nipbl	Blood	B cells	source_name=Splenic mature B cells	cell type=AID-deficient Splenic mature B cells	passages=0 (primary mature splenic B cells)	strain=C57BL/6	treatment=without stimulation																						
SRX5730171	Nipbl	Blood	B cells	source_name=Splenic mature B cells	cell type=AID-deficient Splenic mature B cells	passages=0 (primary mature splenic B cells)	strain=C57BL/6	treatment=with aCD40/IL4 stimulation																						
SRX5731669	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=12 hours																							
SRX5731670	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=12 hours																							
SRX5731672	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=12 hours																							
SRX5731673	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=12 hours																							
SRX5731675	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=24 hours																							
SRX5731676	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=24 hours																							
SRX5731678	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=24 hours																							
SRX5731679	Mecp2	Neural	Frontal cortex	source_name=Whole frontal cortex	strain=129/C57BL6	tissue type=brain frontal cortex	time=24 hours																							
SRX5780109	Cbfb	Blood	CD4+ T cells	source_name=Mouse CD4+ T cells	strain/background=C57Bl/6	cell type=CD4+ T cells																								
SRX5780111	Cbfb	Blood	CD8+ T cells	source_name=Mouse CD8+ T cells	strain/background=C57Bl/6	cell type=CD8+ T cells																								
SRX5782282	Suz12	Neural	Spinal Cord	source_name=spinal cords	Stage=P3	stain=ICR/Ha	tissue=spinal cords	antibodies=Suz12 (Millipore #17-663)																						
SRX5782283	Suz12	Neural	Spinal Cord	source_name=spinal cords	Stage=P3	stain=ICR/Ha	tissue=spinal cords	antibodies=Suz12 (Millipore #17-663)																						
SRX5782284	Eed	Neural	Spinal Cord	source_name=spinal cords	Stage=P3	stain=ICR/Ha	tissue=spinal cords	antibodies=Eed (Cell signal Technology #3737)																						
SRX5796531	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6J	age=8-12 weeks of age	genotype=WT	time=CT0	tissue=liver																				
SRX5796532	Xbp1	Liver	Liver	source_name=LIVER	gender=male	strain=C57BL/6J	age=8-12 weeks of age	genotype=WT	time=CT4	tissue=liver																				
